"TIME","GEO","UNIT","SOURCE","ICD10","Value","Flag and Footnotes"
"2019","Norway","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Norway","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Norway","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Switzerland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Switzerland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Switzerland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Switzerland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","United Kingdom","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","United Kingdom","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","United Kingdom","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","United Kingdom","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Montenegro","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Montenegro","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Montenegro","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","Montenegro","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","North Macedonia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","North Macedonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","North Macedonia","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2019","North Macedonia","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2019","Serbia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Serbia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Serbia","Percentage","Programme data","Malignant neoplasm of breast","9.80",""
"2019","Serbia","Percentage","Programme data","Malignant neoplasm of cervix uteri","10.40","d"
"2019","Turkey","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2019","Turkey","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2019","Turkey","Percentage","Programme data","Malignant neoplasm of breast","35.98","d"
"2019","Turkey","Percentage","Programme data","Malignant neoplasm of cervix uteri","45.99","d"
