"TIME","GEO","AGE","INDIC_HE","UNIT","SEX","ICD10","Value","Flag and Footnotes"
"2010","Denmark","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98","4 109.2",""
"2010","Denmark","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","4 107.4",""
"2010","Denmark","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","179.0",""
"2010","Denmark","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","1.8",""
"2010","Denmark","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","20.2",""
"2010","Denmark","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98","3 541.7",""
"2010","Denmark","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","3 541.7",""
"2010","Denmark","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","176.7",""
"2010","Denmark","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis","0.0",""
"2010","Denmark","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea","18.0",""
"2010","Denmark","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98","3 293.3",""
"2010","Denmark","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","3 290.9",""
"2010","Denmark","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)","99.8",""
"2010","Denmark","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis","0.6",""
"2010","Denmark","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea","8.4",""
"2010","Denmark","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98","3 265.3",""
"2010","Denmark","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","3 263.0",""
"2010","Denmark","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","103.4",""
"2010","Denmark","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","1.1",""
"2010","Denmark","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","9.1",""
"2010","Denmark","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98","3 322.6",""
"2010","Denmark","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","3 320.2",""
"2010","Denmark","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","96.1",""
"2010","Denmark","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis","0.0",""
"2010","Denmark","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea","7.8",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98","647.3",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","628.7",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)","12.3",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis","0.1",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea","1.2",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98","679.5",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","660.5",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","11.7",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","0.1",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","1.1",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98","616.3",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","598.1",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","12.8",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis","0.1",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea","1.3",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98","4 180.6",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","1 915.8",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)","47.8",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis","0.0",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea","6.1",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98","4 298.0",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","2 083.3",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","48.5",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","0.0",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","6.1",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98","4 057.0",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","1 739.3",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","47.0",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis","0.0",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea","6.1",""
"2010","Germany (until 1990 former territory of the FRG)","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98","506.5",""
"2010","Germany (until 1990 former territory of the FRG)","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","506.5",""
"2010","Germany (until 1990 former territory of the FRG)","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)","25.8",""
"2010","Germany (until 1990 former territory of the FRG)","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis","0.0",""
"2010","Germany (until 1990 former territory of the FRG)","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea","3.8",""
"2010","Germany (until 1990 former territory of the FRG)","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98","562.5",""
"2010","Germany (until 1990 former territory of the FRG)","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","562.5",""
"2010","Germany (until 1990 former territory of the FRG)","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)","27.6",""
"2010","Germany (until 1990 former territory of the FRG)","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis","0.1",""
"2010","Germany (until 1990 former territory of the FRG)","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea","4.4",""
"2010","Germany (until 1990 former territory of the FRG)","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98","447.5",""
"2010","Germany (until 1990 former territory of the FRG)","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38","447.5",""
"2010","Germany (until 1990 former territory of the FRG)","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)","23.8",""
