"TIME","GEO","ICHA_HC","INDIC_HE","UNIT","Value","Flag and Footnotes"
"2011","Finland","In-patient care","Discharges","Number","948 953.00",""
"2011","Finland","In-patient care","In-patient average length of stay (in days)","Number","11.40",""
"2011","Finland","In-patient care","Bed-days","Number",":",""
"2011","Sweden","Services of curative care","Discharges","Number","1 498 464.00",""
"2011","Sweden","Services of curative care","In-patient average length of stay (in days)","Number","5.65",""
"2011","Sweden","Services of curative care","Bed-days","Number",":",""
"2011","Sweden","In-patient care","Discharges","Number","1 546 624.00",""
"2011","Sweden","In-patient care","In-patient average length of stay (in days)","Number","5.89",""
"2011","Sweden","In-patient care","Bed-days","Number",":",""
"2011","Iceland","Services of curative care","Discharges","Number","40 479.00",""
"2011","Iceland","Services of curative care","In-patient average length of stay (in days)","Number","5.34",""
"2011","Iceland","Services of curative care","Bed-days","Number","216 165.00",""
"2011","Iceland","In-patient care","Discharges","Number","41 311.00",""
"2011","Iceland","In-patient care","In-patient average length of stay (in days)","Number","5.61",""
"2011","Iceland","In-patient care","Bed-days","Number",":",""
"2011","Liechtenstein","Services of curative care","Discharges","Number","2 466.00",""
"2011","Liechtenstein","Services of curative care","In-patient average length of stay (in days)","Number","5.60",""
"2011","Liechtenstein","Services of curative care","Bed-days","Number","13 806.00",""
"2011","Liechtenstein","In-patient care","Discharges","Number","2 475.00",""
"2011","Liechtenstein","In-patient care","In-patient average length of stay (in days)","Number","5.69",""
"2011","Liechtenstein","In-patient care","Bed-days","Number",":",""
"2011","Norway","Services of curative care","Discharges","Number","936 991.00",""
"2011","Norway","Services of curative care","In-patient average length of stay (in days)","Number","6.10",""
"2011","Norway","Services of curative care","Bed-days","Number",":",""
"2011","Norway","In-patient care","Discharges","Number","972 960.00",""
"2011","Norway","In-patient care","In-patient average length of stay (in days)","Number","6.50",""
"2011","Norway","In-patient care","Bed-days","Number",":",""
"2011","Switzerland","Services of curative care","Discharges","Number","1 249 172.00",""
"2011","Switzerland","Services of curative care","In-patient average length of stay (in days)","Number","7.69",""
"2011","Switzerland","Services of curative care","Bed-days","Number","9 603 222.00",""
"2011","Switzerland","In-patient care","Discharges","Number","1 342 314.00",""
"2011","Switzerland","In-patient care","In-patient average length of stay (in days)","Number","8.80",""
"2011","Switzerland","In-patient care","Bed-days","Number",":",""
"2011","United Kingdom","Services of curative care","Discharges","Number","8 065 052.04",""
"2011","United Kingdom","Services of curative care","In-patient average length of stay (in days)","Number","6.01",""
"2011","United Kingdom","Services of curative care","Bed-days","Number",":",""
"2011","United Kingdom","In-patient care","Discharges","Number","8 487 740.00",""
"2011","United Kingdom","In-patient care","In-patient average length of stay (in days)","Number","7.34",""
"2011","United Kingdom","In-patient care","Bed-days","Number",":",""
"2011","Montenegro","Services of curative care","Discharges","Number",":",""
"2011","Montenegro","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2011","Montenegro","Services of curative care","Bed-days","Number",":",""
"2011","Montenegro","In-patient care","Discharges","Number","74 362.00",""
"2011","Montenegro","In-patient care","In-patient average length of stay (in days)","Number","8.02",""
"2011","Montenegro","In-patient care","Bed-days","Number",":",""
"2011","North Macedonia","Services of curative care","Discharges","Number","196 515.00",""
"2011","North Macedonia","Services of curative care","In-patient average length of stay (in days)","Number","6.10",""
"2011","North Macedonia","Services of curative care","Bed-days","Number",":",""
"2011","North Macedonia","In-patient care","Discharges","Number",":",""
"2011","North Macedonia","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2011","North Macedonia","In-patient care","Bed-days","Number",":",""
"2011","Albania","Services of curative care","Discharges","Number",":",""
"2011","Albania","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2011","Albania","Services of curative care","Bed-days","Number",":",""
"2011","Albania","In-patient care","Discharges","Number","239 049.00",""
"2011","Albania","In-patient care","In-patient average length of stay (in days)","Number","5.70",""
"2011","Albania","In-patient care","Bed-days","Number",":",""
"2011","Serbia","Services of curative care","Discharges","Number","1 016 866.00",""
"2011","Serbia","Services of curative care","In-patient average length of stay (in days)","Number","8.20",""
"2011","Serbia","Services of curative care","Bed-days","Number","8 304 428.00",""
"2011","Serbia","In-patient care","Discharges","Number","1 132 146.00",""
"2011","Serbia","In-patient care","In-patient average length of stay (in days)","Number","9.10",""
"2011","Serbia","In-patient care","Bed-days","Number",":",""
"2011","Turkey","Services of curative care","Discharges","Number","11 280 386.00","b"
"2011","Turkey","Services of curative care","In-patient average length of stay (in days)","Number","3.91","b"
"2011","Turkey","Services of curative care","Bed-days","Number","44 063 220.00","b"
"2011","Turkey","In-patient care","Discharges","Number","11 313 264.00","b"
"2011","Turkey","In-patient care","In-patient average length of stay (in days)","Number","3.94","b"
"2011","Turkey","In-patient care","Bed-days","Number",":",""
"2012","European Union - 27 countries (from 2020)","Services of curative care","Discharges","Number",":",""
"2012","European Union - 27 countries (from 2020)","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2012","European Union - 27 countries (from 2020)","Services of curative care","Bed-days","Number",":",""
"2012","European Union - 27 countries (from 2020)","In-patient care","Discharges","Number","79 097 605.00","e"
"2012","European Union - 27 countries (from 2020)","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2012","European Union - 27 countries (from 2020)","In-patient care","Bed-days","Number",":",""
"2012","European Union - 28 countries (2013-2020)","Services of curative care","Discharges","Number",":",""
"2012","European Union - 28 countries (2013-2020)","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2012","European Union - 28 countries (2013-2020)","Services of curative care","Bed-days","Number",":",""
"2012","European Union - 28 countries (2013-2020)","In-patient care","Discharges","Number","87 611 555.00","e"
"2012","European Union - 28 countries (2013-2020)","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2012","European Union - 28 countries (2013-2020)","In-patient care","Bed-days","Number",":",""
"2012","Belgium","Services of curative care","Discharges","Number","1 822 346.00",""
"2012","Belgium","Services of curative care","In-patient average length of stay (in days)","Number","7.00",""
"2012","Belgium","Services of curative care","Bed-days","Number","12 708 241.00",""
"2012","Belgium","In-patient care","Discharges","Number","1 849 504.00",""
"2012","Belgium","In-patient care","In-patient average length of stay (in days)","Number","7.88",""
"2012","Belgium","In-patient care","Bed-days","Number",":",""
"2012","Bulgaria","Services of curative care","Discharges","Number",":",""
"2012","Bulgaria","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2012","Bulgaria","Services of curative care","Bed-days","Number",":",""
"2012","Bulgaria","In-patient care","Discharges","Number","2 041 507.00",""
"2012","Bulgaria","In-patient care","In-patient average length of stay (in days)","Number","5.80",""
"2012","Bulgaria","In-patient care","Bed-days","Number",":",""
"2012","Czechia","Services of curative care","Discharges","Number","1 974 563.00",""
"2012","Czechia","Services of curative care","In-patient average length of stay (in days)","Number","6.16",""
"2012","Czechia","Services of curative care","Bed-days","Number","12 168 465.00",""
"2012","Czechia","In-patient care","Discharges","Number","2 141 445.00",""
"2012","Czechia","In-patient care","In-patient average length of stay (in days)","Number","9.49",""
"2012","Czechia","In-patient care","Bed-days","Number",":",""
"2012","Denmark","Services of curative care","Discharges","Number",":",""
"2012","Denmark","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2012","Denmark","Services of curative care","Bed-days","Number",":",""
"2012","Denmark","In-patient care","Discharges","Number","858 080.00",""
"2012","Denmark","In-patient care","In-patient average length of stay (in days)","Number","5.72",""
"2012","Denmark","In-patient care","Bed-days","Number",":",""
"2012","Germany (until 1990 former territory of the FRG)","Services of curative care","Discharges","Number","18 533 275.00",""
"2012","Germany (until 1990 former territory of the FRG)","Services of curative care","In-patient average length of stay (in days)","Number","7.80",""
"2012","Germany (until 1990 former territory of the FRG)","Services of curative care","Bed-days","Number","145 019 306.00",""
