"TIME","GEO","UNIT","SEX","ICD10","Value","Value_imp"
2012,"European Union - 27 countries (from 2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",97064,FALSE
2012,"European Union - 27 countries (from 2020)","Number","Total","Pneumonia, organism unspecified",91444,FALSE
2012,"European Union - 28 countries (2013-2020)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",42430,FALSE
2012,"European Union - 28 countries (2013-2020)","Number","Total","Other sepsis",39116,FALSE
2012,"European Union - 28 countries (2013-2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",114156,FALSE
2012,"European Union - 28 countries (2013-2020)","Number","Total","Pneumonia, organism unspecified",120389,FALSE
2012,"Belgium","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1213,FALSE
2012,"Belgium","Number","Total","Other sepsis",1417,FALSE
2012,"Belgium","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3146,FALSE
2012,"Belgium","Number","Total","Pneumonia, organism unspecified",3435,FALSE
2012,"Bulgaria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",293,FALSE
2012,"Bulgaria","Number","Total","Other sepsis",333,FALSE
2012,"Bulgaria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1239,FALSE
2012,"Bulgaria","Number","Total","Pneumonia, organism unspecified",1345,FALSE
2012,"Czechia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",700,FALSE
2012,"Czechia","Number","Total","Other sepsis",925,FALSE
2012,"Czechia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",2402,FALSE
2012,"Czechia","Number","Total","Pneumonia, organism unspecified",2183,FALSE
2012,"Denmark","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",563,FALSE
2012,"Denmark","Number","Total","Other sepsis",339,FALSE
2012,"Denmark","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1762,FALSE
2012,"Denmark","Number","Total","Pneumonia, organism unspecified",879,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",10195,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Number","Total","Other sepsis",8232,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",15598,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Number","Total","Pneumonia, organism unspecified",17776,FALSE
2012,"Estonia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",114,FALSE
2012,"Estonia","Number","Total","Other sepsis",14,FALSE
2012,"Estonia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",366,FALSE
2012,"Estonia","Number","Total","Pneumonia, organism unspecified",33,FALSE
2012,"Ireland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",147,FALSE
2012,"Ireland","Number","Total","Other sepsis",76,FALSE
2012,"Ireland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",650,FALSE
2012,"Ireland","Number","Total","Pneumonia, organism unspecified",1075,FALSE
2012,"Greece","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",314,FALSE
2012,"Greece","Number","Total","Other sepsis",4440,FALSE
2012,"Greece","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",6540,FALSE
2012,"Greece","Number","Total","Pneumonia, organism unspecified",1615,FALSE
2012,"Spain","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",3594,FALSE
2012,"Spain","Number","Total","Other sepsis",2926,FALSE
2012,"Spain","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",12611,FALSE
2012,"Spain","Number","Total","Pneumonia, organism unspecified",8879,FALSE
2012,"France","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",6547,FALSE
2012,"France","Number","Total","Other sepsis",5330,FALSE
2012,"France","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",13153,FALSE
2012,"France","Number","Total","Pneumonia, organism unspecified",11600,FALSE
2012,"France (metropolitan)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",6391,FALSE
2012,"France (metropolitan)","Number","Total","Other sepsis",5223,FALSE
2012,"France (metropolitan)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",12905,FALSE
2012,"France (metropolitan)","Number","Total","Pneumonia, organism unspecified",11439,FALSE
2012,"Croatia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",155,FALSE
2012,"Croatia","Number","Total","Other sepsis",140,FALSE
2012,"Croatia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",789,FALSE
2012,"Croatia","Number","Total","Pneumonia, organism unspecified",307,FALSE
2012,"Italy","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",5916,FALSE
2012,"Italy","Number","Total","Other sepsis",6630,FALSE
2012,"Italy","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",11116,FALSE
2012,"Italy","Number","Total","Pneumonia, organism unspecified",9088,FALSE
2012,"Cyprus","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",41,FALSE
2012,"Cyprus","Number","Total","Other sepsis",48,FALSE
2012,"Cyprus","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",123,FALSE
2012,"Cyprus","Number","Total","Pneumonia, organism unspecified",75,FALSE
2012,"Latvia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",240,FALSE
2012,"Latvia","Number","Total","Other sepsis",26,FALSE
2012,"Latvia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",366,FALSE
2012,"Latvia","Number","Total","Pneumonia, organism unspecified",337,FALSE
2012,"Lithuania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",360,FALSE
2012,"Lithuania","Number","Total","Other sepsis",236,FALSE
2012,"Lithuania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",659,FALSE
2012,"Lithuania","Number","Total","Pneumonia, organism unspecified",344,FALSE
2012,"Luxembourg","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",27,FALSE
2012,"Luxembourg","Number","Total","Other sepsis",65,FALSE
2012,"Luxembourg","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",63,FALSE
2012,"Luxembourg","Number","Total","Pneumonia, organism unspecified",68,FALSE
2012,"Hungary","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",870,FALSE
2012,"Hungary","Number","Total","Other sepsis",58,FALSE
2012,"Hungary","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3179,FALSE
2012,"Hungary","Number","Total","Pneumonia, organism unspecified",362,FALSE
2012,"Malta","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",13,FALSE
2012,"Malta","Number","Total","Other sepsis",11,FALSE
2012,"Malta","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",118,FALSE
2012,"Malta","Number","Total","Pneumonia, organism unspecified",115,FALSE
2012,"Netherlands","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1129,FALSE
2012,"Netherlands","Number","Total","Other sepsis",1121,FALSE
2012,"Netherlands","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3852,FALSE
2012,"Netherlands","Number","Total","Pneumonia, organism unspecified",5344,FALSE
2012,"Austria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",580,FALSE
2012,"Austria","Number","Total","Other sepsis",90,FALSE
2012,"Austria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1097,FALSE
2012,"Austria","Number","Total","Pneumonia, organism unspecified",848,FALSE
2012,"Poland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1453,FALSE
2012,"Poland","Number","Total","Other sepsis",1122,FALSE
2012,"Poland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",6770,FALSE
2012,"Poland","Number","Total","Pneumonia, organism unspecified",9395,FALSE
2012,"Portugal","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1139,FALSE
2012,"Portugal","Number","Total","Other sepsis",1212,FALSE
2012,"Portugal","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",4021,FALSE
2012,"Portugal","Number","Total","Pneumonia, organism unspecified",6378,FALSE
2012,"Romania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1631,FALSE
2012,"Romania","Number","Total","Other sepsis",765,FALSE
2012,"Romania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3198,FALSE
2012,"Romania","Number","Total","Pneumonia, organism unspecified",5797,FALSE
2012,"Slovenia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",51,FALSE
2012,"Slovenia","Number","Total","Other sepsis",57,FALSE
2012,"Slovenia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",577,FALSE
2012,"Slovenia","Number","Total","Pneumonia, organism unspecified",606,FALSE
2012,"Slovakia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",107,FALSE
2012,"Slovakia","Number","Total","Other sepsis",79,FALSE
2012,"Slovakia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1441,FALSE
2012,"Slovakia","Number","Total","Pneumonia, organism unspecified",1336,FALSE
2012,"Finland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",204,FALSE
2012,"Finland","Number","Total","Other sepsis",100,FALSE
2012,"Finland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",751,FALSE
2012,"Finland","Number","Total","Pneumonia, organism unspecified",225,FALSE
2012,"Sweden","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1222,FALSE
2012,"Sweden","Number","Total","Other sepsis",970,FALSE
2012,"Sweden","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1477,FALSE
