"TIME","GEO","OWNER","UNIT","Value","Flag and Footnotes"
"2011","Hungary","Not-for-profit private ownership","Inhabitants per ...","4 846.14",""
"2011","Hungary","Not-for-profit private ownership","Per hundred thousand inhabitants","20.63",""
"2011","Hungary","For-profit private ownership","Number","187.00",""
"2011","Hungary","For-profit private ownership","Inhabitants per ...","53 255.74",""
"2011","Hungary","For-profit private ownership","Per hundred thousand inhabitants","1.88",""
"2011","Malta","Public ownership","Number","1 772.00",""
"2011","Malta","Public ownership","Inhabitants per ...","234.91",""
"2011","Malta","Public ownership","Per hundred thousand inhabitants","425.69",""
"2011","Malta","Not-for-profit private ownership","Number","0.00",""
"2011","Malta","Not-for-profit private ownership","Inhabitants per ...",":",""
"2011","Malta","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2011","Malta","For-profit private ownership","Number","52.00","b"
"2011","Malta","For-profit private ownership","Inhabitants per ...","8 005.14","b"
"2011","Malta","For-profit private ownership","Per hundred thousand inhabitants","12.49","b"
"2011","Netherlands","Public ownership","Number",":",""
"2011","Netherlands","Public ownership","Inhabitants per ...",":",""
"2011","Netherlands","Public ownership","Per hundred thousand inhabitants",":",""
"2011","Netherlands","Not-for-profit private ownership","Number","67 549.00",""
"2011","Netherlands","Not-for-profit private ownership","Inhabitants per ...","247.13",""
"2011","Netherlands","Not-for-profit private ownership","Per hundred thousand inhabitants","404.65",""
"2011","Netherlands","For-profit private ownership","Number",":",""
"2011","Netherlands","For-profit private ownership","Inhabitants per ...",":",""
"2011","Netherlands","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2011","Austria","Public ownership","Number","45 381.00",""
"2011","Austria","Public ownership","Inhabitants per ...","184.92",""
"2011","Austria","Public ownership","Per hundred thousand inhabitants","540.79",""
"2011","Austria","Not-for-profit private ownership","Number","11 450.00",""
"2011","Austria","Not-for-profit private ownership","Inhabitants per ...","732.89",""
"2011","Austria","Not-for-profit private ownership","Per hundred thousand inhabitants","136.45",""
"2011","Austria","For-profit private ownership","Number","7 586.00",""
"2011","Austria","For-profit private ownership","Inhabitants per ...","1 106.20",""
"2011","Austria","For-profit private ownership","Per hundred thousand inhabitants","90.40",""
"2011","Poland","Public ownership","Number","184 549.00",""
"2011","Poland","Public ownership","Inhabitants per ...","206.25",""
"2011","Poland","Public ownership","Per hundred thousand inhabitants","484.85",""
"2011","Poland","Not-for-profit private ownership","Number","0.00",""
"2011","Poland","Not-for-profit private ownership","Inhabitants per ...",":",""
"2011","Poland","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2011","Poland","For-profit private ownership","Number","67 732.00",""
"2011","Poland","For-profit private ownership","Inhabitants per ...","561.97",""
"2011","Poland","For-profit private ownership","Per hundred thousand inhabitants","177.95",""
"2011","Portugal","Public ownership","Number","25 828.00",""
"2011","Portugal","Public ownership","Inhabitants per ...","408.76",""
"2011","Portugal","Public ownership","Per hundred thousand inhabitants","244.64",""
"2011","Portugal","Not-for-profit private ownership","Number","7 074.00",""
"2011","Portugal","Not-for-profit private ownership","Inhabitants per ...","1 492.45",""
"2011","Portugal","Not-for-profit private ownership","Per hundred thousand inhabitants","67.00",""
"2011","Portugal","For-profit private ownership","Number","2 699.00",""
"2011","Portugal","For-profit private ownership","Inhabitants per ...","3 911.66",""
"2011","Portugal","For-profit private ownership","Per hundred thousand inhabitants","25.56",""
"2011","Romania","Public ownership","Number","127 109.00",""
"2011","Romania","Public ownership","Inhabitants per ...","163.28",""
"2011","Romania","Public ownership","Per hundred thousand inhabitants","612.43",""
"2011","Romania","Not-for-profit private ownership","Number","234.00",""
"2011","Romania","Not-for-profit private ownership","Inhabitants per ...","88 696.18",""
"2011","Romania","Not-for-profit private ownership","Per hundred thousand inhabitants","1.13",""
"2011","Romania","For-profit private ownership","Number","3 627.00",""
"2011","Romania","For-profit private ownership","Inhabitants per ...","5 722.33",""
"2011","Romania","For-profit private ownership","Per hundred thousand inhabitants","17.48",""
"2011","Slovenia","Public ownership","Number","9 391.00",""
"2011","Slovenia","Public ownership","Inhabitants per ...","218.60",""
"2011","Slovenia","Public ownership","Per hundred thousand inhabitants","457.46",""
"2011","Slovenia","Not-for-profit private ownership","Number","0.00",""
"2011","Slovenia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2011","Slovenia","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2011","Slovenia","For-profit private ownership","Number","102.00",""
"2011","Slovenia","For-profit private ownership","Inhabitants per ...","20 125.91",""
"2011","Slovenia","For-profit private ownership","Per hundred thousand inhabitants","4.97",""
"2011","Finland","Public ownership","Number","28 306.00",""
"2011","Finland","Public ownership","Inhabitants per ...","190.36",""
"2011","Finland","Public ownership","Per hundred thousand inhabitants","525.33",""
"2011","Finland","Not-for-profit private ownership","Number",":",""
"2011","Finland","Not-for-profit private ownership","Inhabitants per ...",":",""
"2011","Finland","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2011","Finland","For-profit private ownership","Number","1 445.00",""
"2011","Finland","For-profit private ownership","Inhabitants per ...","3 728.91",""
"2011","Finland","For-profit private ownership","Per hundred thousand inhabitants","26.82",""
"2011","Iceland","Public ownership","Number","1 050.00",""
"2011","Iceland","Public ownership","Inhabitants per ...","303.82",""
"2011","Iceland","Public ownership","Per hundred thousand inhabitants","329.14",""
"2011","Iceland","Not-for-profit private ownership","Number","0.00",""
"2011","Iceland","Not-for-profit private ownership","Inhabitants per ...",":",""
"2011","Iceland","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2011","Iceland","For-profit private ownership","Number","0.00",""
"2011","Iceland","For-profit private ownership","Inhabitants per ...",":",""
"2011","Iceland","For-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2011","Liechtenstein","Public ownership","Number","74.00",""
"2011","Liechtenstein","Public ownership","Inhabitants per ...","490.70",""
"2011","Liechtenstein","Public ownership","Per hundred thousand inhabitants","203.79",""
"2011","Liechtenstein","Not-for-profit private ownership","Number","0.00",""
"2011","Liechtenstein","Not-for-profit private ownership","Inhabitants per ...",":",""
"2011","Liechtenstein","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2011","Liechtenstein","For-profit private ownership","Number","4.00",""
"2011","Liechtenstein","For-profit private ownership","Inhabitants per ...","9 078.00",""
"2011","Liechtenstein","For-profit private ownership","Per hundred thousand inhabitants","11.02",""
"2011","Norway","Public ownership","Number","16 421.00",""
"2011","Norway","Public ownership","Inhabitants per ...","301.63",""
"2011","Norway","Public ownership","Per hundred thousand inhabitants","331.53",""
"2011","Norway","Not-for-profit private ownership","Number",":",""
"2011","Norway","Not-for-profit private ownership","Inhabitants per ...",":",""
"2011","Norway","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2011","Norway","For-profit private ownership","Number",":",""
"2011","Norway","For-profit private ownership","Inhabitants per ...",":",""
"2011","Norway","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2011","United Kingdom","Public ownership","Number","181 972.00",""
"2011","United Kingdom","Public ownership","Inhabitants per ...","347.63",""
"2011","United Kingdom","Public ownership","Per hundred thousand inhabitants","287.66",""
"2011","United Kingdom","Not-for-profit private ownership","Number",":",""
"2011","United Kingdom","Not-for-profit private ownership","Inhabitants per ...",":",""
"2011","United Kingdom","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2011","United Kingdom","For-profit private ownership","Number",":",""
"2011","United Kingdom","For-profit private ownership","Inhabitants per ...",":",""
"2011","United Kingdom","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2011","Montenegro","Public ownership","Number","2 466.00",""
"2011","Montenegro","Public ownership","Inhabitants per ...","251.45",""
"2011","Montenegro","Public ownership","Per hundred thousand inhabitants","397.69",""
"2011","Montenegro","Not-for-profit private ownership","Number","0.00",""
"2011","Montenegro","Not-for-profit private ownership","Inhabitants per ...",":",""
"2011","Montenegro","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2011","Montenegro","For-profit private ownership","Number",":",""
"2011","Montenegro","For-profit private ownership","Inhabitants per ...",":",""
"2011","Montenegro","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2011","North Macedonia","Public ownership","Number","8 995.00",""
"2011","North Macedonia","Public ownership","Inhabitants per ...","228.85",""
"2011","North Macedonia","Public ownership","Per hundred thousand inhabitants","436.96",""
"2011","North Macedonia","Not-for-profit private ownership","Number","0.00",""
"2011","North Macedonia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2011","North Macedonia","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2011","North Macedonia","For-profit private ownership","Number","284.00",""
"2011","North Macedonia","For-profit private ownership","Inhabitants per ...","7 248.38",""
"2011","North Macedonia","For-profit private ownership","Per hundred thousand inhabitants","13.80",""
"2011","Serbia","Public ownership","Number","39 276.00",""
"2011","Serbia","Public ownership","Inhabitants per ...","184.19",""
"2011","Serbia","Public ownership","Per hundred thousand inhabitants","542.93",""
"2011","Serbia","Not-for-profit private ownership","Number","0.00",""
"2011","Serbia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2011","Serbia","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2011","Serbia","For-profit private ownership","Number",":",""
"2011","Serbia","For-profit private ownership","Inhabitants per ...",":",""
"2011","Serbia","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2011","Turkey","Public ownership","Number","159 606.00",""
"2011","Turkey","Public ownership","Inhabitants per ...","465.04",""
"2011","Turkey","Public ownership","Per hundred thousand inhabitants","215.03",""
"2011","Turkey","Not-for-profit private ownership","Number","0.00",""
"2011","Turkey","Not-for-profit private ownership","Inhabitants per ...",":",""
"2011","Turkey","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2011","Turkey","For-profit private ownership","Number","34 898.00",""
