"TIME","GEO","UNIT","FACILITY","ICHA_HP","Value","Flag and Footnotes"
"2010","Ireland","Inhabitants per ...","Gamma cameras","Hospitals","157 246.71",""
"2010","Ireland","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",":",""
"2010","Ireland","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2010","Ireland","Inhabitants per ...","Angiography units","Hospitals",":",""
"2010","Ireland","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2010","Ireland","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care","760 025.75",""
"2010","Ireland","Inhabitants per ...","Lithotriptors","Hospitals",":",""
"2010","Ireland","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2010","Ireland","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","1.54",""
"2010","Ireland","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",":",""
"2010","Ireland","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2010","Ireland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","1.23",""
"2010","Ireland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals","0.90",""
"2010","Ireland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care","0.33",""
"2010","Ireland","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care","0.64",""
"2010","Ireland","Per hundred thousand inhabitants","Gamma cameras","Hospitals","0.64",""
"2010","Ireland","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care","0.00",""
"2010","Ireland","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2010","Ireland","Per hundred thousand inhabitants","Angiography units","Hospitals",":",""
"2010","Ireland","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",":",""
"2010","Ireland","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care","0.13",""
"2010","Ireland","Per hundred thousand inhabitants","Lithotriptors","Hospitals",":",""
"2010","Ireland","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2010","Greece","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","364.00",""
"2010","Greece","Number","Computed Tomography Scanners","Hospitals","171.00",""
"2010","Greece","Number","Computed Tomography Scanners","Providers of ambulatory health care","193.00",""
"2010","Greece","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","255.00",""
"2010","Greece","Number","Magnetic Resonance Imaging Units","Hospitals",":",""
"2010","Greece","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2010","Greece","Number","Gamma cameras","Hospitals and providers of ambulatory health care","158.00",""
"2010","Greece","Number","Gamma cameras","Hospitals","58.00",""
"2010","Greece","Number","Gamma cameras","Providers of ambulatory health care","100.00",""
"2010","Greece","Number","Angiography units","Hospitals and providers of ambulatory health care","110.00",""
"2010","Greece","Number","Angiography units","Hospitals","110.00",""
"2010","Greece","Number","Angiography units","Providers of ambulatory health care","0.00",""
"2010","Greece","Number","Lithotriptors","Hospitals and providers of ambulatory health care","20.00",""
"2010","Greece","Number","Lithotriptors","Hospitals","20.00",""
"2010","Greece","Number","Lithotriptors","Providers of ambulatory health care","0.00",""
"2010","Greece","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","30 553.13",""
"2010","Greece","Inhabitants per ...","Computed Tomography Scanners","Hospitals","65 037.08",""
"2010","Greece","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care","57 623.53",""
"2010","Greece","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","43 613.10",""
"2010","Greece","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",":",""
"2010","Greece","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2010","Greece","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care","70 388.23",""
"2010","Greece","Inhabitants per ...","Gamma cameras","Hospitals","191 747.25",""
"2010","Greece","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care","111 213.41",""
"2010","Greece","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care","101 103.10",""
"2010","Greece","Inhabitants per ...","Angiography units","Hospitals","101 103.10",""
"2010","Greece","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2010","Greece","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care","556 067.03",""
"2010","Greece","Inhabitants per ...","Lithotriptors","Hospitals","556 067.03",""
"2010","Greece","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2010","Greece","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","3.27",""
"2010","Greece","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals","1.54",""
"2010","Greece","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care","1.74",""
"2010","Greece","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","2.29",""
"2010","Greece","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",":",""
"2010","Greece","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2010","Greece","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care","1.42",""
"2010","Greece","Per hundred thousand inhabitants","Gamma cameras","Hospitals","0.52",""
"2010","Greece","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care","0.90",""
"2010","Greece","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care","0.99",""
"2010","Greece","Per hundred thousand inhabitants","Angiography units","Hospitals","0.99",""
"2010","Greece","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care","0.00",""
"2010","Greece","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care","0.18",""
"2010","Greece","Per hundred thousand inhabitants","Lithotriptors","Hospitals","0.18",""
"2010","Greece","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care","0.00",""
"2010","Spain","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","743.00",""
"2010","Spain","Number","Computed Tomography Scanners","Hospitals","653.00","b"
"2010","Spain","Number","Computed Tomography Scanners","Providers of ambulatory health care","90.00",""
"2010","Spain","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","558.00",""
"2010","Spain","Number","Magnetic Resonance Imaging Units","Hospitals","394.00","b"
"2010","Spain","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care","164.00",""
"2010","Spain","Number","Gamma cameras","Hospitals and providers of ambulatory health care","280.00",""
"2010","Spain","Number","Gamma cameras","Hospitals","253.00","b"
"2010","Spain","Number","Gamma cameras","Providers of ambulatory health care","27.00",""
"2010","Spain","Number","Angiography units","Hospitals and providers of ambulatory health care","239.00",""
"2010","Spain","Number","Angiography units","Hospitals","226.00","b"
"2010","Spain","Number","Angiography units","Providers of ambulatory health care","13.00",""
"2010","Spain","Number","Lithotriptors","Hospitals and providers of ambulatory health care","80.00",""
"2010","Spain","Number","Lithotriptors","Hospitals","77.00","b"
"2010","Spain","Number","Lithotriptors","Providers of ambulatory health care","3.00",""
"2010","Spain","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","62 687.61",""
"2010","Spain","Inhabitants per ...","Computed Tomography Scanners","Hospitals","71 327.56","b"
"2010","Spain","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care","517 521.07",""
"2010","Spain","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","83 471.14",""
"2010","Spain","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals","118 215.47","b"
"2010","Spain","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care","284 005.47",""
"2010","Spain","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care","166 346.06",""
"2010","Spain","Inhabitants per ...","Gamma cameras","Hospitals","184 098.41","b"
"2010","Spain","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care","1 725 070.24",""
"2010","Spain","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care","194 882.41",""
"2010","Spain","Inhabitants per ...","Angiography units","Hospitals","206 092.46","b"
"2010","Spain","Inhabitants per ...","Angiography units","Providers of ambulatory health care","3 582 838.19",""
"2010","Spain","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care","582 211.21",""
"2010","Spain","Inhabitants per ...","Lithotriptors","Hospitals","604 894.76","b"
"2010","Spain","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care","15 525 632.17",""
"2010","Spain","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","1.60",""
"2010","Spain","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals","1.40","b"
"2010","Spain","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care","0.19",""
"2010","Spain","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","1.20",""
"2010","Spain","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals","0.85","b"
"2010","Spain","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care","0.35",""
"2010","Spain","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care","0.60",""
"2010","Spain","Per hundred thousand inhabitants","Gamma cameras","Hospitals","0.54","b"
"2010","Spain","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care","0.06",""
"2010","Spain","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care","0.51",""
"2010","Spain","Per hundred thousand inhabitants","Angiography units","Hospitals","0.49","b"
"2010","Spain","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care","0.03",""
"2010","Spain","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care","0.17",""
"2010","Spain","Per hundred thousand inhabitants","Lithotriptors","Hospitals","0.17","b"
