"TIME","GEO","UNIT","ICD9CM","Value","Value_imp"
2013,"Italy","Per hundred thousand inhabitants","Haemodialysis",75.25,TRUE
2013,"Italy","Per hundred thousand inhabitants","Transplantation of kidney",25.75,TRUE
2013,"Lithuania","Number","Transplantation of kidney and haemodialysis",2671,FALSE
2013,"Lithuania","Number","Haemodialysis",1888,FALSE
2013,"Lithuania","Number","Transplantation of kidney",783,FALSE
2013,"Lithuania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",90.31,FALSE
2013,"Lithuania","Per hundred thousand inhabitants","Haemodialysis",63.83,FALSE
2013,"Lithuania","Per hundred thousand inhabitants","Transplantation of kidney",26.47,FALSE
2013,"Luxembourg","Number","Transplantation of kidney and haemodialysis",8228,TRUE
2013,"Luxembourg","Number","Haemodialysis",329,FALSE
2013,"Luxembourg","Number","Transplantation of kidney",458,TRUE
2013,"Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",110.41,TRUE
2013,"Luxembourg","Per hundred thousand inhabitants","Haemodialysis",60.55,FALSE
2013,"Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney",34.75,TRUE
2013,"Hungary","Number","Transplantation of kidney and haemodialysis",9868,FALSE
2013,"Hungary","Number","Haemodialysis",6821,FALSE
2013,"Hungary","Number","Transplantation of kidney",3047,FALSE
2013,"Hungary","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",99.75,FALSE
2013,"Hungary","Per hundred thousand inhabitants","Haemodialysis",68.95,FALSE
2013,"Hungary","Per hundred thousand inhabitants","Transplantation of kidney",30.8,FALSE
2013,"Malta","Number","Transplantation of kidney and haemodialysis",8228,TRUE
2013,"Malta","Number","Haemodialysis",454,FALSE
2013,"Malta","Number","Transplantation of kidney",458,TRUE
2013,"Malta","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",110.41,TRUE
2013,"Malta","Per hundred thousand inhabitants","Haemodialysis",107.23,FALSE
2013,"Malta","Per hundred thousand inhabitants","Transplantation of kidney",34.75,TRUE
2013,"Netherlands","Number","Transplantation of kidney and haemodialysis",15415,FALSE
2013,"Netherlands","Number","Haemodialysis",6437,FALSE
2013,"Netherlands","Number","Transplantation of kidney",8978,FALSE
2013,"Netherlands","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",91.73,FALSE
2013,"Netherlands","Per hundred thousand inhabitants","Haemodialysis",38.31,FALSE
2013,"Netherlands","Per hundred thousand inhabitants","Transplantation of kidney",53.43,FALSE
2013,"Austria","Number","Transplantation of kidney and haemodialysis",8933,FALSE
2013,"Austria","Number","Haemodialysis",4423,FALSE
2013,"Austria","Number","Transplantation of kidney",4510,FALSE
2013,"Austria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",105.35,FALSE
2013,"Austria","Per hundred thousand inhabitants","Haemodialysis",52.16,FALSE
2013,"Austria","Per hundred thousand inhabitants","Transplantation of kidney",53.19,FALSE
2013,"Poland","Number","Transplantation of kidney and haemodialysis",8228,TRUE
2013,"Poland","Number","Haemodialysis",30253,FALSE
2013,"Poland","Number","Transplantation of kidney",458,TRUE
2013,"Poland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",110.41,TRUE
2013,"Poland","Per hundred thousand inhabitants","Haemodialysis",79.53,FALSE
2013,"Poland","Per hundred thousand inhabitants","Transplantation of kidney",34.75,TRUE
2013,"Portugal","Number","Transplantation of kidney and haemodialysis",16010,TRUE
2013,"Portugal","Number","Haemodialysis",11709,FALSE
2013,"Portugal","Number","Transplantation of kidney",5793,TRUE
2013,"Portugal","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",150.58,TRUE
2013,"Portugal","Per hundred thousand inhabitants","Haemodialysis",111.97,FALSE
2013,"Portugal","Per hundred thousand inhabitants","Transplantation of kidney",54.48,TRUE
2013,"Romania","Number","Transplantation of kidney and haemodialysis",13445,FALSE
2013,"Romania","Number","Haemodialysis",13445,FALSE
2013,"Romania","Number","Transplantation of kidney",2240,TRUE
2013,"Romania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",67.28,FALSE
2013,"Romania","Per hundred thousand inhabitants","Haemodialysis",67.28,FALSE
2013,"Romania","Per hundred thousand inhabitants","Transplantation of kidney",11.17,TRUE
2013,"Slovakia","Number","Transplantation of kidney and haemodialysis",4602,FALSE
2013,"Slovakia","Number","Haemodialysis",3258,FALSE
2013,"Slovakia","Number","Transplantation of kidney",1344,FALSE
2013,"Slovakia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.01,FALSE
2013,"Slovakia","Per hundred thousand inhabitants","Haemodialysis",60.18,FALSE
2013,"Slovakia","Per hundred thousand inhabitants","Transplantation of kidney",24.83,FALSE
2013,"Finland","Number","Transplantation of kidney and haemodialysis",4483,FALSE
2013,"Finland","Number","Haemodialysis",1813,FALSE
2013,"Finland","Number","Transplantation of kidney",2670,FALSE
2013,"Finland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",82.42,FALSE
2013,"Finland","Per hundred thousand inhabitants","Haemodialysis",33.33,FALSE
2013,"Finland","Per hundred thousand inhabitants","Transplantation of kidney",49.09,FALSE
2013,"Iceland","Number","Transplantation of kidney and haemodialysis",221,FALSE
2013,"Iceland","Number","Haemodialysis",72,FALSE
2013,"Iceland","Number","Transplantation of kidney",149,FALSE
2013,"Iceland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",68.26,FALSE
2013,"Iceland","Per hundred thousand inhabitants","Haemodialysis",22.24,FALSE
2013,"Iceland","Per hundred thousand inhabitants","Transplantation of kidney",46.02,FALSE
2013,"Liechtenstein","Number","Transplantation of kidney and haemodialysis",0,FALSE
2013,"Liechtenstein","Number","Haemodialysis",0,FALSE
2013,"Liechtenstein","Number","Transplantation of kidney",0,FALSE
2013,"Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",0,FALSE
2013,"Liechtenstein","Per hundred thousand inhabitants","Haemodialysis",0,FALSE
2013,"Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney",0,FALSE
2013,"Switzerland","Number","Transplantation of kidney and haemodialysis",8228,TRUE
2013,"Switzerland","Number","Haemodialysis",7322,TRUE
2013,"Switzerland","Number","Transplantation of kidney",458,TRUE
2013,"Switzerland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",110.41,TRUE
2013,"Switzerland","Per hundred thousand inhabitants","Haemodialysis",69.64,TRUE
2013,"Switzerland","Per hundred thousand inhabitants","Transplantation of kidney",34.75,TRUE
2013,"United Kingdom","Number","Transplantation of kidney and haemodialysis",56940,FALSE
2013,"United Kingdom","Number","Haemodialysis",27348,FALSE
2013,"United Kingdom","Number","Transplantation of kidney",29592,FALSE
2013,"United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",88.82,FALSE
2013,"United Kingdom","Per hundred thousand inhabitants","Haemodialysis",42.66,FALSE
2013,"United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney",46.16,FALSE
2013,"Serbia","Number","Transplantation of kidney and haemodialysis",8228,TRUE
2013,"Serbia","Number","Haemodialysis",4596,TRUE
2013,"Serbia","Number","Transplantation of kidney",458,TRUE
2013,"Serbia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",110.41,TRUE
2013,"Serbia","Per hundred thousand inhabitants","Haemodialysis",61.43,TRUE
2013,"Serbia","Per hundred thousand inhabitants","Transplantation of kidney",34.75,TRUE
2013,"Turkey","Number","Transplantation of kidney and haemodialysis",61314,FALSE
2013,"Turkey","Number","Haemodialysis",52675,FALSE
2013,"Turkey","Number","Transplantation of kidney",8639,FALSE
2013,"Turkey","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",80.52,FALSE
2013,"Turkey","Per hundred thousand inhabitants","Haemodialysis",69.17,FALSE
2013,"Turkey","Per hundred thousand inhabitants","Transplantation of kidney",11.35,FALSE
2014,"Belgium","Number","Transplantation of kidney and haemodialysis",10948,TRUE
2014,"Belgium","Number","Haemodialysis",6475,TRUE
2014,"Belgium","Number","Transplantation of kidney",4473,TRUE
2014,"Belgium","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",103.79,TRUE
2014,"Belgium","Per hundred thousand inhabitants","Haemodialysis",61.39,TRUE
2014,"Belgium","Per hundred thousand inhabitants","Transplantation of kidney",42.41,TRUE
2014,"Bulgaria","Number","Transplantation of kidney and haemodialysis",8228,TRUE
2014,"Bulgaria","Number","Haemodialysis",1906,TRUE
2014,"Bulgaria","Number","Transplantation of kidney",2270,TRUE
2014,"Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",113.25,TRUE
2014,"Bulgaria","Per hundred thousand inhabitants","Haemodialysis",113.25,TRUE
2014,"Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney",65,TRUE
2014,"Czechia","Number","Transplantation of kidney and haemodialysis",11265,TRUE
2014,"Czechia","Number","Haemodialysis",7155,TRUE
2014,"Czechia","Number","Transplantation of kidney",4110,TRUE
2014,"Czechia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",107.18,TRUE
2014,"Czechia","Per hundred thousand inhabitants","Haemodialysis",68.07,TRUE
2014,"Czechia","Per hundred thousand inhabitants","Transplantation of kidney",39.1,TRUE
2014,"Denmark","Number","Transplantation of kidney and haemodialysis",4789,TRUE
2014,"Denmark","Number","Haemodialysis",2558,TRUE
2014,"Denmark","Number","Transplantation of kidney",2231,TRUE
2014,"Denmark","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.97,TRUE
2014,"Denmark","Per hundred thousand inhabitants","Haemodialysis",45.92,TRUE
2014,"Denmark","Per hundred thousand inhabitants","Transplantation of kidney",40.05,TRUE
2014,"Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney and haemodialysis",87151,TRUE
2014,"Germany (until 1990 former territory of the FRG)","Number","Haemodialysis",63427,TRUE
2014,"Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney",23724,TRUE
2014,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",111.34,TRUE
2014,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Haemodialysis",80.74,TRUE
2014,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney",28.77,TRUE
2014,"Estonia","Number","Transplantation of kidney and haemodialysis",4176,TRUE
2014,"Estonia","Number","Haemodialysis",1906,TRUE
2014,"Estonia","Number","Transplantation of kidney",434,TRUE
2014,"Estonia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",110.41,TRUE
2014,"Estonia","Per hundred thousand inhabitants","Haemodialysis",69.64,TRUE
2014,"Estonia","Per hundred thousand inhabitants","Transplantation of kidney",32.81,TRUE
2014,"Ireland","Number","Transplantation of kidney and haemodialysis",4176,FALSE
2014,"Ireland","Number","Haemodialysis",1906,FALSE
2014,"Ireland","Number","Transplantation of kidney",2270,FALSE
2014,"Ireland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",84.98,TRUE
2014,"Ireland","Per hundred thousand inhabitants","Haemodialysis",39.82,TRUE
2014,"Ireland","Per hundred thousand inhabitants","Transplantation of kidney",45.13,TRUE
2014,"Greece","Number","Transplantation of kidney and haemodialysis",12018,TRUE
2014,"Greece","Number","Haemodialysis",9589,TRUE
2014,"Greece","Number","Transplantation of kidney",2409,TRUE
2014,"Greece","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",106.52,TRUE
2014,"Greece","Per hundred thousand inhabitants","Haemodialysis",84.99,TRUE
2014,"Greece","Per hundred thousand inhabitants","Transplantation of kidney",21.3,TRUE
2014,"Spain","Number","Transplantation of kidney and haemodialysis",50219,TRUE
2014,"Spain","Number","Haemodialysis",24365,TRUE
2014,"Spain","Number","Transplantation of kidney",25442,TRUE
2014,"Spain","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",107.72,TRUE
2014,"Spain","Per hundred thousand inhabitants","Haemodialysis",52.26,TRUE
2014,"Spain","Per hundred thousand inhabitants","Transplantation of kidney",54.39,TRUE
2014,"France","Number","Transplantation of kidney and haemodialysis",70322,TRUE
2014,"France","Number","Haemodialysis",39183,TRUE
2014,"France","Number","Transplantation of kidney",31139,TRUE
2014,"France","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",107.92,TRUE
2014,"France","Per hundred thousand inhabitants","Haemodialysis",60.13,TRUE
2014,"France","Per hundred thousand inhabitants","Transplantation of kidney",47.79,TRUE
2014,"Croatia","Number","Transplantation of kidney and haemodialysis",4314,TRUE
2014,"Croatia","Number","Haemodialysis",2859,TRUE
2014,"Croatia","Number","Transplantation of kidney",1489,TRUE
2014,"Croatia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",98.7,TRUE
2014,"Croatia","Per hundred thousand inhabitants","Haemodialysis",64.9,TRUE
2014,"Croatia","Per hundred thousand inhabitants","Transplantation of kidney",33.8,TRUE
2014,"Italy","Number","Transplantation of kidney and haemodialysis",56497,TRUE
2014,"Italy","Number","Haemodialysis",45025,TRUE
2014,"Italy","Number","Transplantation of kidney",15636,TRUE
2014,"Italy","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",94.43,TRUE
2014,"Italy","Per hundred thousand inhabitants","Haemodialysis",75.25,TRUE
2014,"Italy","Per hundred thousand inhabitants","Transplantation of kidney",25.75,TRUE
2014,"Lithuania","Number","Transplantation of kidney and haemodialysis",2671,TRUE
2014,"Lithuania","Number","Haemodialysis",1888,TRUE
2014,"Lithuania","Number","Transplantation of kidney",717,TRUE
2014,"Lithuania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",90.31,TRUE
2014,"Lithuania","Per hundred thousand inhabitants","Haemodialysis",63.83,TRUE
2014,"Lithuania","Per hundred thousand inhabitants","Transplantation of kidney",24,TRUE
2014,"Luxembourg","Number","Transplantation of kidney and haemodialysis",4176,TRUE
2014,"Luxembourg","Number","Haemodialysis",299,TRUE
2014,"Luxembourg","Number","Transplantation of kidney",2270,TRUE
2014,"Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",110.41,TRUE
2014,"Luxembourg","Per hundred thousand inhabitants","Haemodialysis",56.31,TRUE
2014,"Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney",34.75,TRUE
2014,"Hungary","Number","Transplantation of kidney and haemodialysis",9585,TRUE
2014,"Hungary","Number","Haemodialysis",6664,TRUE
2014,"Hungary","Number","Transplantation of kidney",2921,TRUE
2014,"Hungary","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",96.62,TRUE
2014,"Hungary","Per hundred thousand inhabitants","Haemodialysis",67.17,TRUE
2014,"Hungary","Per hundred thousand inhabitants","Transplantation of kidney",29.44,TRUE
2014,"Malta","Number","Transplantation of kidney and haemodialysis",4176,TRUE
2014,"Malta","Number","Haemodialysis",519,FALSE
2014,"Malta","Number","Transplantation of kidney",2270,TRUE
2014,"Malta","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",110.41,TRUE
2014,"Malta","Per hundred thousand inhabitants","Haemodialysis",112.36,TRUE
2014,"Malta","Per hundred thousand inhabitants","Transplantation of kidney",34.75,TRUE
2014,"Netherlands","Number","Transplantation of kidney and haemodialysis",15923,FALSE
2014,"Netherlands","Number","Haemodialysis",6463,FALSE
2014,"Netherlands","Number","Transplantation of kidney",9460,FALSE
2014,"Netherlands","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",89.25,TRUE
2014,"Netherlands","Per hundred thousand inhabitants","Haemodialysis",38.31,TRUE
2014,"Netherlands","Per hundred thousand inhabitants","Transplantation of kidney",50.89,TRUE
2014,"Austria","Number","Transplantation of kidney and haemodialysis",8655,TRUE
2014,"Austria","Number","Haemodialysis",4290,TRUE
2014,"Austria","Number","Transplantation of kidney",4365,TRUE
2014,"Austria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",102.67,TRUE
2014,"Austria","Per hundred thousand inhabitants","Haemodialysis",50.89,TRUE
2014,"Austria","Per hundred thousand inhabitants","Transplantation of kidney",51.78,TRUE
2014,"Poland","Number","Transplantation of kidney and haemodialysis",4176,TRUE
2014,"Poland","Number","Haemodialysis",30253,TRUE
2014,"Poland","Number","Transplantation of kidney",2270,TRUE
2014,"Poland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",110.41,TRUE
2014,"Poland","Per hundred thousand inhabitants","Haemodialysis",79.53,TRUE
2014,"Poland","Per hundred thousand inhabitants","Transplantation of kidney",34.75,TRUE
2014,"Portugal","Number","Transplantation of kidney and haemodialysis",16010,TRUE
2014,"Portugal","Number","Haemodialysis",12085,FALSE
2014,"Portugal","Number","Transplantation of kidney",5793,TRUE
2014,"Portugal","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",150.58,TRUE
2014,"Portugal","Per hundred thousand inhabitants","Haemodialysis",107.3,TRUE
2014,"Portugal","Per hundred thousand inhabitants","Transplantation of kidney",54.48,TRUE
2014,"Romania","Number","Transplantation of kidney and haemodialysis",13445,TRUE
2014,"Romania","Number","Haemodialysis",12583,TRUE
2014,"Romania","Number","Transplantation of kidney",2270,TRUE
2014,"Romania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",67.28,TRUE
2014,"Romania","Per hundred thousand inhabitants","Haemodialysis",62.73,TRUE
2014,"Romania","Per hundred thousand inhabitants","Transplantation of kidney",11.17,TRUE
2014,"Slovakia","Number","Transplantation of kidney and haemodialysis",4583,TRUE
2014,"Slovakia","Number","Haemodialysis",3240,TRUE
2014,"Slovakia","Number","Transplantation of kidney",1343,TRUE
2014,"Slovakia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",84.75,TRUE
2014,"Slovakia","Per hundred thousand inhabitants","Haemodialysis",59.92,TRUE
2014,"Slovakia","Per hundred thousand inhabitants","Transplantation of kidney",24.83,TRUE
2014,"Finland","Number","Transplantation of kidney and haemodialysis",4385,TRUE
2014,"Finland","Number","Haemodialysis",1783,TRUE
2014,"Finland","Number","Transplantation of kidney",2618,TRUE
2014,"Finland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",80.99,TRUE
2014,"Finland","Per hundred thousand inhabitants","Haemodialysis",33.09,TRUE
2014,"Finland","Per hundred thousand inhabitants","Transplantation of kidney",48.36,TRUE
2014,"Iceland","Number","Transplantation of kidney and haemodialysis",223,FALSE
2014,"Iceland","Number","Haemodialysis",72,FALSE
2014,"Iceland","Number","Transplantation of kidney",151,FALSE
2014,"Iceland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",67.66,TRUE
2014,"Iceland","Per hundred thousand inhabitants","Haemodialysis",23.7,TRUE
2014,"Iceland","Per hundred thousand inhabitants","Transplantation of kidney",43.96,TRUE
2014,"Liechtenstein","Number","Transplantation of kidney and haemodialysis",0,FALSE
2014,"Liechtenstein","Number","Haemodialysis",0,FALSE
2014,"Liechtenstein","Number","Transplantation of kidney",0,FALSE
2014,"Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",0,TRUE
2014,"Liechtenstein","Per hundred thousand inhabitants","Haemodialysis",0,TRUE
2014,"Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney",0,TRUE
2014,"Switzerland","Number","Transplantation of kidney and haemodialysis",4176,TRUE
2014,"Switzerland","Number","Haemodialysis",1906,TRUE
2014,"Switzerland","Number","Transplantation of kidney",2270,TRUE
2014,"Switzerland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",110.41,TRUE
2014,"Switzerland","Per hundred thousand inhabitants","Haemodialysis",69.64,TRUE
2014,"Switzerland","Per hundred thousand inhabitants","Transplantation of kidney",34.75,TRUE
2014,"United Kingdom","Number","Transplantation of kidney and haemodialysis",54824,TRUE
2014,"United Kingdom","Number","Haemodialysis",27203,TRUE
2014,"United Kingdom","Number","Transplantation of kidney",27621,TRUE
2014,"United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",86.07,TRUE
2014,"United Kingdom","Per hundred thousand inhabitants","Haemodialysis",42.7,TRUE
2014,"United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney",43.36,TRUE
2014,"Serbia","Number","Transplantation of kidney and haemodialysis",4176,TRUE
2014,"Serbia","Number","Haemodialysis",4596,TRUE
2014,"Serbia","Number","Transplantation of kidney",2270,TRUE
2014,"Serbia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",110.41,TRUE
2014,"Serbia","Per hundred thousand inhabitants","Haemodialysis",61.43,TRUE
2014,"Serbia","Per hundred thousand inhabitants","Transplantation of kidney",34.75,TRUE
2014,"Turkey","Number","Transplantation of kidney and haemodialysis",60635,TRUE
2014,"Turkey","Number","Haemodialysis",54892,TRUE
2014,"Turkey","Number","Transplantation of kidney",5743,TRUE
2014,"Turkey","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",80.52,TRUE
2014,"Turkey","Per hundred thousand inhabitants","Haemodialysis",73.02,TRUE
2014,"Turkey","Per hundred thousand inhabitants","Transplantation of kidney",7.64,TRUE
