"TIME","GEO","UNIT","SEX","ICD10","Value","Flag and Footnotes"
"2012","European Union - 28 countries (2013-2020)","Number","Total","Other sepsis","39 116",""
"2012","European Union - 28 countries (2013-2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","114 156",""
"2012","European Union - 28 countries (2013-2020)","Number","Total","Pneumonia, organism unspecified","120 389",""
"2012","Belgium","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 213",""
"2012","Belgium","Number","Total","Other sepsis","1 417",""
"2012","Belgium","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 146",""
"2012","Belgium","Number","Total","Pneumonia, organism unspecified","3 435",""
"2012","Bulgaria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","293",""
"2012","Bulgaria","Number","Total","Other sepsis","333",""
"2012","Bulgaria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 239",""
"2012","Bulgaria","Number","Total","Pneumonia, organism unspecified","1 345",""
"2012","Czechia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","700",""
"2012","Czechia","Number","Total","Other sepsis","925",""
"2012","Czechia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","2 402",""
"2012","Czechia","Number","Total","Pneumonia, organism unspecified","2 183",""
"2012","Denmark","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","563",""
"2012","Denmark","Number","Total","Other sepsis","339",""
"2012","Denmark","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 762",""
"2012","Denmark","Number","Total","Pneumonia, organism unspecified","879",""
"2012","Germany (until 1990 former territory of the FRG)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","10 195",""
"2012","Germany (until 1990 former territory of the FRG)","Number","Total","Other sepsis","8 232",""
"2012","Germany (until 1990 former territory of the FRG)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","15 598",""
"2012","Germany (until 1990 former territory of the FRG)","Number","Total","Pneumonia, organism unspecified","17 776",""
"2012","Estonia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","114",""
"2012","Estonia","Number","Total","Other sepsis","14",""
"2012","Estonia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","366",""
"2012","Estonia","Number","Total","Pneumonia, organism unspecified","33",""
"2012","Ireland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","147",""
"2012","Ireland","Number","Total","Other sepsis","76",""
"2012","Ireland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","650",""
"2012","Ireland","Number","Total","Pneumonia, organism unspecified","1 075",""
"2012","Greece","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","314",""
"2012","Greece","Number","Total","Other sepsis","4 440",""
"2012","Greece","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","6 540",""
"2012","Greece","Number","Total","Pneumonia, organism unspecified","1 615",""
"2012","Spain","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","3 594",""
"2012","Spain","Number","Total","Other sepsis","2 926",""
"2012","Spain","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","12 611",""
"2012","Spain","Number","Total","Pneumonia, organism unspecified","8 879",""
"2012","France","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","6 547",""
"2012","France","Number","Total","Other sepsis","5 330",""
"2012","France","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","13 153",""
"2012","France","Number","Total","Pneumonia, organism unspecified","11 600",""
"2012","France (metropolitan)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","6 391",""
"2012","France (metropolitan)","Number","Total","Other sepsis","5 223",""
"2012","France (metropolitan)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","12 905",""
"2012","France (metropolitan)","Number","Total","Pneumonia, organism unspecified","11 439",""
"2012","Croatia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","155",""
"2012","Croatia","Number","Total","Other sepsis","140",""
"2012","Croatia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","789",""
"2012","Croatia","Number","Total","Pneumonia, organism unspecified","307",""
"2012","Italy","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","5 916",""
"2012","Italy","Number","Total","Other sepsis","6 630",""
"2012","Italy","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","11 116",""
"2012","Italy","Number","Total","Pneumonia, organism unspecified","9 088",""
"2012","Cyprus","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","41",""
"2012","Cyprus","Number","Total","Other sepsis","48",""
"2012","Cyprus","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","123",""
"2012","Cyprus","Number","Total","Pneumonia, organism unspecified","75",""
"2012","Latvia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","240",""
"2012","Latvia","Number","Total","Other sepsis","26",""
"2012","Latvia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","366",""
"2012","Latvia","Number","Total","Pneumonia, organism unspecified","337",""
"2012","Lithuania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","360",""
"2012","Lithuania","Number","Total","Other sepsis","236",""
"2012","Lithuania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","659",""
"2012","Lithuania","Number","Total","Pneumonia, organism unspecified","344",""
"2012","Luxembourg","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","27",""
"2012","Luxembourg","Number","Total","Other sepsis","65",""
"2012","Luxembourg","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","63",""
"2012","Luxembourg","Number","Total","Pneumonia, organism unspecified","68",""
"2012","Hungary","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","870",""
"2012","Hungary","Number","Total","Other sepsis","58",""
"2012","Hungary","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 179",""
"2012","Hungary","Number","Total","Pneumonia, organism unspecified","362",""
"2012","Malta","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","13",""
"2012","Malta","Number","Total","Other sepsis","11",""
"2012","Malta","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","118",""
"2012","Malta","Number","Total","Pneumonia, organism unspecified","115",""
"2012","Netherlands","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 129",""
"2012","Netherlands","Number","Total","Other sepsis","1 121",""
"2012","Netherlands","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 852",""
"2012","Netherlands","Number","Total","Pneumonia, organism unspecified","5 344",""
"2012","Austria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","580",""
"2012","Austria","Number","Total","Other sepsis","90",""
"2012","Austria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 097",""
"2012","Austria","Number","Total","Pneumonia, organism unspecified","848",""
"2012","Poland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 453",""
"2012","Poland","Number","Total","Other sepsis","1 122",""
"2012","Poland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","6 770",""
"2012","Poland","Number","Total","Pneumonia, organism unspecified","9 395",""
"2012","Portugal","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 139",""
"2012","Portugal","Number","Total","Other sepsis","1 212",""
"2012","Portugal","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","4 021",""
"2012","Portugal","Number","Total","Pneumonia, organism unspecified","6 378",""
"2012","Romania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 631",""
"2012","Romania","Number","Total","Other sepsis","765",""
"2012","Romania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 198",""
"2012","Romania","Number","Total","Pneumonia, organism unspecified","5 797",""
"2012","Slovenia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","51",""
"2012","Slovenia","Number","Total","Other sepsis","57",""
"2012","Slovenia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","577",""
"2012","Slovenia","Number","Total","Pneumonia, organism unspecified","606",""
"2012","Slovakia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","107",""
"2012","Slovakia","Number","Total","Other sepsis","79",""
"2012","Slovakia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 441",""
"2012","Slovakia","Number","Total","Pneumonia, organism unspecified","1 336",""
"2012","Finland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","204",""
"2012","Finland","Number","Total","Other sepsis","100",""
"2012","Finland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","751",""
"2012","Finland","Number","Total","Pneumonia, organism unspecified","225",""
"2012","Sweden","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 222",""
"2012","Sweden","Number","Total","Other sepsis","970",""
"2012","Sweden","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 477",""
