"TIME","GEO","MORTALIT","SEX","ICD10","UNIT","Value","Flag and Footnotes"
"2011","Portugal","Treatable mortality","Males","Total","Number","4 724.5",""
"2011","Portugal","Treatable mortality","Males","Total","Rate","111.68",""
"2011","Portugal","Treatable mortality","Females","Total","Number","4 018",""
"2011","Portugal","Treatable mortality","Females","Total","Rate","80.66",""
"2011","Romania","Total","Total","Total","Number","97 134",""
"2011","Romania","Total","Total","Total","Rate","563.26",""
"2011","Romania","Total","Males","Total","Number","62 828",""
"2011","Romania","Total","Males","Total","Rate","795.24",""
"2011","Romania","Total","Females","Total","Number","34 306",""
"2011","Romania","Total","Females","Total","Rate","366.51",""
"2011","Romania","Preventable mortality","Total","Total","Number","58 716.5",""
"2011","Romania","Preventable mortality","Total","Total","Rate","338.76",""
"2011","Romania","Preventable mortality","Males","Total","Number","41 019",""
"2011","Romania","Preventable mortality","Males","Total","Rate","514.53",""
"2011","Romania","Preventable mortality","Females","Total","Number","17 697.5",""
"2011","Romania","Preventable mortality","Females","Total","Rate","188.77",""
"2011","Romania","Treatable mortality","Total","Total","Number","38 417.5",""
"2011","Romania","Treatable mortality","Total","Total","Rate","224.5",""
"2011","Romania","Treatable mortality","Males","Total","Number","21 809",""
"2011","Romania","Treatable mortality","Males","Total","Rate","280.7",""
"2011","Romania","Treatable mortality","Females","Total","Number","16 608.5",""
"2011","Romania","Treatable mortality","Females","Total","Rate","177.74",""
"2011","Slovenia","Total","Total","Total","Number","5 550",""
"2011","Slovenia","Total","Total","Total","Rate","309.25",""
"2011","Slovenia","Total","Males","Total","Number","3 854",""
"2011","Slovenia","Total","Males","Total","Rate","447.14",""
"2011","Slovenia","Total","Females","Total","Number","1 696",""
"2011","Slovenia","Total","Females","Total","Rate","182.8",""
"2011","Slovenia","Preventable mortality","Total","Total","Number","3 775.5",""
"2011","Slovenia","Preventable mortality","Total","Total","Rate","208.67",""
"2011","Slovenia","Preventable mortality","Males","Total","Number","2 829",""
"2011","Slovenia","Preventable mortality","Males","Total","Rate","324.39",""
"2011","Slovenia","Preventable mortality","Females","Total","Number","946.5",""
"2011","Slovenia","Preventable mortality","Females","Total","Rate","101.73",""
"2011","Slovenia","Treatable mortality","Total","Total","Number","1 774.5",""
"2011","Slovenia","Treatable mortality","Total","Total","Rate","100.58",""
"2011","Slovenia","Treatable mortality","Males","Total","Number","1 025",""
"2011","Slovenia","Treatable mortality","Males","Total","Rate","122.75",""
"2011","Slovenia","Treatable mortality","Females","Total","Number","749.5",""
"2011","Slovenia","Treatable mortality","Females","Total","Rate","81.06",""
"2011","Slovakia","Total","Total","Total","Number","19 429",""
"2011","Slovakia","Total","Total","Total","Rate","462.01",""
"2011","Slovakia","Total","Males","Total","Number","13 247",""
"2011","Slovakia","Total","Males","Total","Rate","695.99",""
"2011","Slovakia","Total","Females","Total","Number","6 182",""
"2011","Slovakia","Total","Females","Total","Rate","273.03",""
"2011","Slovakia","Preventable mortality","Total","Total","Number","12 017",""
"2011","Slovakia","Preventable mortality","Total","Total","Rate","280.04",""
"2011","Slovakia","Preventable mortality","Males","Total","Number","8 949",""
"2011","Slovakia","Preventable mortality","Males","Total","Rate","458.5",""
"2011","Slovakia","Preventable mortality","Females","Total","Number","3 068",""
"2011","Slovakia","Preventable mortality","Females","Total","Rate","134.24",""
"2011","Slovakia","Treatable mortality","Total","Total","Number","7 412",""
"2011","Slovakia","Treatable mortality","Total","Total","Rate","181.97",""
"2011","Slovakia","Treatable mortality","Males","Total","Number","4 298",""
"2011","Slovakia","Treatable mortality","Males","Total","Rate","237.49",""
"2011","Slovakia","Treatable mortality","Females","Total","Number","3 114",""
"2011","Slovakia","Treatable mortality","Females","Total","Rate","138.79",""
"2011","Finland","Total","Total","Total","Number","13 466",""
"2011","Finland","Total","Total","Total","Rate","274.53",""
"2011","Finland","Total","Males","Total","Number","9 425",""
"2011","Finland","Total","Males","Total","Rate","397.21",""
"2011","Finland","Total","Females","Total","Number","4 041",""
"2011","Finland","Total","Females","Total","Rate","160.09",""
"2011","Finland","Preventable mortality","Total","Total","Number","9 251",""
"2011","Finland","Preventable mortality","Total","Total","Rate","188.04",""
"2011","Finland","Preventable mortality","Males","Total","Number","6 880",""
"2011","Finland","Preventable mortality","Males","Total","Rate","288.01",""
"2011","Finland","Preventable mortality","Females","Total","Number","2 371",""
"2011","Finland","Preventable mortality","Females","Total","Rate","94.05",""
"2011","Finland","Treatable mortality","Total","Total","Number","4 215",""
"2011","Finland","Treatable mortality","Total","Total","Rate","86.49",""
"2011","Finland","Treatable mortality","Males","Total","Number","2 545",""
"2011","Finland","Treatable mortality","Males","Total","Rate","109.2",""
"2011","Finland","Treatable mortality","Females","Total","Number","1 670",""
"2011","Finland","Treatable mortality","Females","Total","Rate","66.04",""
"2011","Sweden","Total","Total","Total","Number","16 988",""
"2011","Sweden","Total","Total","Total","Rate","205.11",""
"2011","Sweden","Total","Males","Total","Number","10 532",""
"2011","Sweden","Total","Males","Total","Rate","256.12",""
"2011","Sweden","Total","Females","Total","Number","6 456",""
"2011","Sweden","Total","Females","Total","Rate","154.98",""
"2011","Sweden","Preventable mortality","Total","Total","Number","10 595",""
"2011","Sweden","Preventable mortality","Total","Total","Rate","127.65",""
"2011","Sweden","Preventable mortality","Males","Total","Number","6 958.5",""
"2011","Sweden","Preventable mortality","Males","Total","Rate","168.63",""
"2011","Sweden","Preventable mortality","Females","Total","Number","3 636.5",""
"2011","Sweden","Preventable mortality","Females","Total","Rate","87.16",""
"2011","Sweden","Treatable mortality","Total","Total","Number","6 393",""
"2011","Sweden","Treatable mortality","Total","Total","Rate","77.46",""
"2011","Sweden","Treatable mortality","Males","Total","Number","3 573.5",""
"2011","Sweden","Treatable mortality","Males","Total","Rate","87.48",""
"2011","Sweden","Treatable mortality","Females","Total","Number","2 819.5",""
"2011","Sweden","Treatable mortality","Females","Total","Rate","67.82",""
"2011","Iceland","Total","Total","Total","Number","441",""
"2011","Iceland","Total","Total","Total","Rate","202.3",""
"2011","Iceland","Total","Males","Total","Number","258",""
"2011","Iceland","Total","Males","Total","Rate","238.86",""
"2011","Iceland","Total","Females","Total","Number","183",""
"2011","Iceland","Total","Females","Total","Rate","166.89",""
"2011","Iceland","Preventable mortality","Total","Total","Number","305.5",""
"2011","Iceland","Preventable mortality","Total","Total","Rate","138.15",""
"2011","Iceland","Preventable mortality","Males","Total","Number","186.5",""
"2011","Iceland","Preventable mortality","Males","Total","Rate","168.14",""
"2011","Iceland","Preventable mortality","Females","Total","Number","119",""
"2011","Iceland","Preventable mortality","Females","Total","Rate","108.82",""
"2011","Iceland","Treatable mortality","Total","Total","Number","135.5",""
"2011","Iceland","Treatable mortality","Total","Total","Rate","64.15",""
"2011","Iceland","Treatable mortality","Males","Total","Number","71.5",""
"2011","Iceland","Treatable mortality","Males","Total","Rate","70.72",""
"2011","Iceland","Treatable mortality","Females","Total","Number","64",""
"2011","Iceland","Treatable mortality","Females","Total","Rate","58.07",""
"2011","Liechtenstein","Total","Total","Total","Number","64",""
"2011","Liechtenstein","Total","Total","Total","Rate","209.42",""
"2011","Liechtenstein","Total","Males","Total","Number","47",""
"2011","Liechtenstein","Total","Males","Total","Rate","316.83",""
"2011","Liechtenstein","Total","Females","Total","Number","17",""
"2011","Liechtenstein","Total","Females","Total","Rate","107.46",""
"2011","Liechtenstein","Preventable mortality","Total","Total","Number","44.5",""
"2011","Liechtenstein","Preventable mortality","Total","Total","Rate","141.55",""
"2011","Liechtenstein","Preventable mortality","Males","Total","Number","34",""
"2011","Liechtenstein","Preventable mortality","Males","Total","Rate","220.69",""
"2011","Liechtenstein","Preventable mortality","Females","Total","Number","10.5",""
"2011","Liechtenstein","Preventable mortality","Females","Total","Rate","65.34",""
"2011","Liechtenstein","Treatable mortality","Total","Total","Number","19.5",""
"2011","Liechtenstein","Treatable mortality","Total","Total","Rate","67.87",""
"2011","Liechtenstein","Treatable mortality","Males","Total","Number","13",""
"2011","Liechtenstein","Treatable mortality","Males","Total","Rate","96.14",""
"2011","Liechtenstein","Treatable mortality","Females","Total","Number","6.5",""
"2011","Liechtenstein","Treatable mortality","Females","Total","Rate","42.13",""
"2011","Norway","Total","Total","Total","Number","8 561",""
"2011","Norway","Total","Total","Total","Rate","219.85",""
"2011","Norway","Total","Males","Total","Number","5 383",""
"2011","Norway","Total","Males","Total","Rate","278.97",""
"2011","Norway","Total","Females","Total","Number","3 178",""
"2011","Norway","Total","Females","Total","Rate","162.26",""
"2011","Norway","Preventable mortality","Total","Total","Number","5 647",""
"2011","Norway","Preventable mortality","Total","Total","Rate","143.84",""
"2011","Norway","Preventable mortality","Males","Total","Number","3 772",""
"2011","Norway","Preventable mortality","Males","Total","Rate","193.08",""
"2011","Norway","Preventable mortality","Females","Total","Number","1 875",""
"2011","Norway","Preventable mortality","Females","Total","Rate","95.43",""
"2011","Norway","Treatable mortality","Total","Total","Number","2 914",""
"2011","Norway","Treatable mortality","Total","Total","Rate","76.02",""
"2011","Norway","Treatable mortality","Males","Total","Number","1 611",""
"2011","Norway","Treatable mortality","Males","Total","Rate","85.89",""
"2011","Norway","Treatable mortality","Females","Total","Number","1 303",""
"2011","Norway","Treatable mortality","Females","Total","Rate","66.83",""
"2011","Switzerland","Total","Total","Total","Number","12 376",""
"2011","Switzerland","Total","Total","Total","Rate","185.86",""
"2011","Switzerland","Total","Males","Total","Number","7 885",""
"2011","Switzerland","Total","Males","Total","Rate","244.25",""
"2011","Switzerland","Total","Females","Total","Number","4 491",""
"2011","Switzerland","Total","Females","Total","Rate","131.24",""
"2011","Switzerland","Preventable mortality","Total","Total","Number","8 267",""
"2011","Switzerland","Preventable mortality","Total","Total","Rate","123.41",""
"2011","Switzerland","Preventable mortality","Males","Total","Number","5 733.5",""
"2011","Switzerland","Preventable mortality","Males","Total","Rate","176.21",""
"2011","Switzerland","Preventable mortality","Females","Total","Number","2 533.5",""
"2011","Switzerland","Preventable mortality","Females","Total","Rate","73.75",""
"2011","Switzerland","Treatable mortality","Total","Total","Number","4 109",""
"2011","Switzerland","Treatable mortality","Total","Total","Rate","62.46",""
"2011","Switzerland","Treatable mortality","Males","Total","Number","2 151.5",""
"2011","Switzerland","Treatable mortality","Males","Total","Rate","68.04",""
"2011","Switzerland","Treatable mortality","Females","Total","Number","1 957.5",""
"2011","Switzerland","Treatable mortality","Females","Total","Rate","57.5",""
"2011","United Kingdom","Total","Total","Total","Number","131 087",""
"2011","United Kingdom","Total","Total","Total","Rate","253.61",""
"2011","United Kingdom","Total","Males","Total","Number","79 732",""
"2011","United Kingdom","Total","Males","Total","Rate","316.93",""
"2011","United Kingdom","Total","Females","Total","Number","51 355",""
"2011","United Kingdom","Total","Females","Total","Rate","193.79",""
