"TIME","GEO","OWNER","UNIT","Value","Value_imp"
2011,"Cyprus","For-profit private ownership","Number",1471,FALSE
2011,"Cyprus","For-profit private ownership","Inhabitants per ...",578.44,FALSE
2011,"Cyprus","For-profit private ownership","Per hundred thousand inhabitants",172.88,FALSE
2011,"Latvia","Public ownership","Number",11061,FALSE
2011,"Latvia","Public ownership","Inhabitants per ...",186.21,FALSE
2011,"Latvia","Public ownership","Per hundred thousand inhabitants",537.02,FALSE
2011,"Latvia","Not-for-profit private ownership","Number",0,FALSE
2011,"Latvia","Not-for-profit private ownership","Inhabitants per ...",9983.1,TRUE
2011,"Latvia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2011,"Latvia","For-profit private ownership","Number",1050,FALSE
2011,"Latvia","For-profit private ownership","Inhabitants per ...",1961.63,FALSE
2011,"Latvia","For-profit private ownership","Per hundred thousand inhabitants",50.98,FALSE
2011,"Lithuania","Public ownership","Number",22401,FALSE
2011,"Lithuania","Public ownership","Inhabitants per ...",135.18,FALSE
2011,"Lithuania","Public ownership","Per hundred thousand inhabitants",739.77,FALSE
2011,"Lithuania","Not-for-profit private ownership","Number",0,FALSE
2011,"Lithuania","Not-for-profit private ownership","Inhabitants per ...",9983.1,TRUE
2011,"Lithuania","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2011,"Lithuania","For-profit private ownership","Number",110,FALSE
2011,"Lithuania","For-profit private ownership","Inhabitants per ...",27528.31,FALSE
2011,"Lithuania","For-profit private ownership","Per hundred thousand inhabitants",3.63,FALSE
2011,"Hungary","Public ownership","Number",69427,FALSE
2011,"Hungary","Public ownership","Inhabitants per ...",143.44,FALSE
2011,"Hungary","Public ownership","Per hundred thousand inhabitants",697.14,FALSE
2011,"Hungary","Not-for-profit private ownership","Number",2055,FALSE
2011,"Hungary","Not-for-profit private ownership","Inhabitants per ...",4846.14,FALSE
2011,"Hungary","Not-for-profit private ownership","Per hundred thousand inhabitants",20.63,FALSE
2011,"Hungary","For-profit private ownership","Number",187,FALSE
2011,"Hungary","For-profit private ownership","Inhabitants per ...",53255.74,FALSE
2011,"Hungary","For-profit private ownership","Per hundred thousand inhabitants",1.88,FALSE
2011,"Malta","Public ownership","Number",1772,FALSE
2011,"Malta","Public ownership","Inhabitants per ...",234.91,FALSE
2011,"Malta","Public ownership","Per hundred thousand inhabitants",425.69,FALSE
2011,"Malta","Not-for-profit private ownership","Number",0,FALSE
2011,"Malta","Not-for-profit private ownership","Inhabitants per ...",9983.1,TRUE
2011,"Malta","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2011,"Malta","For-profit private ownership","Number",52,FALSE
2011,"Malta","For-profit private ownership","Inhabitants per ...",8005.14,FALSE
2011,"Malta","For-profit private ownership","Per hundred thousand inhabitants",12.49,FALSE
2011,"Netherlands","Public ownership","Number",41128,TRUE
2011,"Netherlands","Public ownership","Inhabitants per ...",178.67,TRUE
2011,"Netherlands","Public ownership","Per hundred thousand inhabitants",559.69,TRUE
2011,"Netherlands","Not-for-profit private ownership","Number",67549,FALSE
2011,"Netherlands","Not-for-profit private ownership","Inhabitants per ...",247.13,FALSE
2011,"Netherlands","Not-for-profit private ownership","Per hundred thousand inhabitants",404.65,FALSE
2011,"Netherlands","For-profit private ownership","Number",6263,TRUE
2011,"Netherlands","For-profit private ownership","Inhabitants per ...",1173.29,TRUE
2011,"Netherlands","For-profit private ownership","Per hundred thousand inhabitants",85.23,TRUE
2011,"Austria","Public ownership","Number",45381,FALSE
2011,"Austria","Public ownership","Inhabitants per ...",184.92,FALSE
2011,"Austria","Public ownership","Per hundred thousand inhabitants",540.79,FALSE
2011,"Austria","Not-for-profit private ownership","Number",11450,FALSE
2011,"Austria","Not-for-profit private ownership","Inhabitants per ...",732.89,FALSE
2011,"Austria","Not-for-profit private ownership","Per hundred thousand inhabitants",136.45,FALSE
2011,"Austria","For-profit private ownership","Number",7586,FALSE
2011,"Austria","For-profit private ownership","Inhabitants per ...",1106.2,FALSE
2011,"Austria","For-profit private ownership","Per hundred thousand inhabitants",90.4,FALSE
2011,"Poland","Public ownership","Number",184549,FALSE
2011,"Poland","Public ownership","Inhabitants per ...",206.25,FALSE
2011,"Poland","Public ownership","Per hundred thousand inhabitants",484.85,FALSE
2011,"Poland","Not-for-profit private ownership","Number",0,FALSE
2011,"Poland","Not-for-profit private ownership","Inhabitants per ...",9592.02,TRUE
2011,"Poland","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2011,"Poland","For-profit private ownership","Number",67732,FALSE
2011,"Poland","For-profit private ownership","Inhabitants per ...",561.97,FALSE
2011,"Poland","For-profit private ownership","Per hundred thousand inhabitants",177.95,FALSE
2011,"Portugal","Public ownership","Number",25828,FALSE
2011,"Portugal","Public ownership","Inhabitants per ...",408.76,FALSE
2011,"Portugal","Public ownership","Per hundred thousand inhabitants",244.64,FALSE
2011,"Portugal","Not-for-profit private ownership","Number",7074,FALSE
2011,"Portugal","Not-for-profit private ownership","Inhabitants per ...",1492.45,FALSE
2011,"Portugal","Not-for-profit private ownership","Per hundred thousand inhabitants",67,FALSE
2011,"Portugal","For-profit private ownership","Number",2699,FALSE
2011,"Portugal","For-profit private ownership","Inhabitants per ...",3911.66,FALSE
2011,"Portugal","For-profit private ownership","Per hundred thousand inhabitants",25.56,FALSE
2011,"Romania","Public ownership","Number",127109,FALSE
2011,"Romania","Public ownership","Inhabitants per ...",163.28,FALSE
2011,"Romania","Public ownership","Per hundred thousand inhabitants",612.43,FALSE
2011,"Romania","Not-for-profit private ownership","Number",234,FALSE
2011,"Romania","Not-for-profit private ownership","Inhabitants per ...",88696.18,FALSE
2011,"Romania","Not-for-profit private ownership","Per hundred thousand inhabitants",1.13,FALSE
2011,"Romania","For-profit private ownership","Number",3627,FALSE
2011,"Romania","For-profit private ownership","Inhabitants per ...",5722.33,FALSE
2011,"Romania","For-profit private ownership","Per hundred thousand inhabitants",17.48,FALSE
2011,"Slovenia","Public ownership","Number",9391,FALSE
2011,"Slovenia","Public ownership","Inhabitants per ...",218.6,FALSE
2011,"Slovenia","Public ownership","Per hundred thousand inhabitants",457.46,FALSE
2011,"Slovenia","Not-for-profit private ownership","Number",0,FALSE
2011,"Slovenia","Not-for-profit private ownership","Inhabitants per ...",9983.1,TRUE
2011,"Slovenia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2011,"Slovenia","For-profit private ownership","Number",102,FALSE
2011,"Slovenia","For-profit private ownership","Inhabitants per ...",20125.91,FALSE
2011,"Slovenia","For-profit private ownership","Per hundred thousand inhabitants",4.97,FALSE
2011,"Finland","Public ownership","Number",28306,FALSE
2011,"Finland","Public ownership","Inhabitants per ...",190.36,FALSE
2011,"Finland","Public ownership","Per hundred thousand inhabitants",525.33,FALSE
2011,"Finland","Not-for-profit private ownership","Number",254,TRUE
2011,"Finland","Not-for-profit private ownership","Inhabitants per ...",9983.1,TRUE
2011,"Finland","Not-for-profit private ownership","Per hundred thousand inhabitants",2.42,TRUE
2011,"Finland","For-profit private ownership","Number",1445,FALSE
2011,"Finland","For-profit private ownership","Inhabitants per ...",3728.91,FALSE
2011,"Finland","For-profit private ownership","Per hundred thousand inhabitants",26.82,FALSE
2011,"Iceland","Public ownership","Number",1050,FALSE
2011,"Iceland","Public ownership","Inhabitants per ...",303.82,FALSE
2011,"Iceland","Public ownership","Per hundred thousand inhabitants",329.14,FALSE
2011,"Iceland","Not-for-profit private ownership","Number",0,FALSE
2011,"Iceland","Not-for-profit private ownership","Inhabitants per ...",9983.1,TRUE
2011,"Iceland","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2011,"Iceland","For-profit private ownership","Number",0,FALSE
2011,"Iceland","For-profit private ownership","Inhabitants per ...",1173.29,TRUE
2011,"Iceland","For-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2011,"Liechtenstein","Public ownership","Number",74,FALSE
2011,"Liechtenstein","Public ownership","Inhabitants per ...",490.7,FALSE
2011,"Liechtenstein","Public ownership","Per hundred thousand inhabitants",203.79,FALSE
2011,"Liechtenstein","Not-for-profit private ownership","Number",0,FALSE
2011,"Liechtenstein","Not-for-profit private ownership","Inhabitants per ...",9983.1,TRUE
2011,"Liechtenstein","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2011,"Liechtenstein","For-profit private ownership","Number",4,FALSE
2011,"Liechtenstein","For-profit private ownership","Inhabitants per ...",9078,FALSE
2011,"Liechtenstein","For-profit private ownership","Per hundred thousand inhabitants",11.02,FALSE
2011,"Norway","Public ownership","Number",16421,FALSE
2011,"Norway","Public ownership","Inhabitants per ...",301.63,FALSE
2011,"Norway","Public ownership","Per hundred thousand inhabitants",331.53,FALSE
2011,"Norway","Not-for-profit private ownership","Number",254,TRUE
2011,"Norway","Not-for-profit private ownership","Inhabitants per ...",9983.1,TRUE
2011,"Norway","Not-for-profit private ownership","Per hundred thousand inhabitants",2.42,TRUE
2011,"Norway","For-profit private ownership","Number",6263,TRUE
2011,"Norway","For-profit private ownership","Inhabitants per ...",1173.29,TRUE
2011,"Norway","For-profit private ownership","Per hundred thousand inhabitants",85.23,TRUE
2011,"United Kingdom","Public ownership","Number",181972,FALSE
2011,"United Kingdom","Public ownership","Inhabitants per ...",347.63,FALSE
2011,"United Kingdom","Public ownership","Per hundred thousand inhabitants",287.66,FALSE
2011,"United Kingdom","Not-for-profit private ownership","Number",254,TRUE
2011,"United Kingdom","Not-for-profit private ownership","Inhabitants per ...",9983.1,TRUE
2011,"United Kingdom","Not-for-profit private ownership","Per hundred thousand inhabitants",2.42,TRUE
2011,"United Kingdom","For-profit private ownership","Number",6263,TRUE
2011,"United Kingdom","For-profit private ownership","Inhabitants per ...",1173.29,TRUE
2011,"United Kingdom","For-profit private ownership","Per hundred thousand inhabitants",85.23,TRUE
2011,"Montenegro","Public ownership","Number",2466,FALSE
2011,"Montenegro","Public ownership","Inhabitants per ...",251.45,FALSE
2011,"Montenegro","Public ownership","Per hundred thousand inhabitants",397.69,FALSE
2011,"Montenegro","Not-for-profit private ownership","Number",0,FALSE
2011,"Montenegro","Not-for-profit private ownership","Inhabitants per ...",9983.1,TRUE
2011,"Montenegro","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2011,"Montenegro","For-profit private ownership","Number",6263,TRUE
2011,"Montenegro","For-profit private ownership","Inhabitants per ...",1173.29,TRUE
2011,"Montenegro","For-profit private ownership","Per hundred thousand inhabitants",85.23,TRUE
2011,"North Macedonia","Public ownership","Number",8995,FALSE
2011,"North Macedonia","Public ownership","Inhabitants per ...",228.85,FALSE
2011,"North Macedonia","Public ownership","Per hundred thousand inhabitants",436.96,FALSE
2011,"North Macedonia","Not-for-profit private ownership","Number",0,FALSE
2011,"North Macedonia","Not-for-profit private ownership","Inhabitants per ...",9983.1,TRUE
2011,"North Macedonia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2011,"North Macedonia","For-profit private ownership","Number",284,FALSE
2011,"North Macedonia","For-profit private ownership","Inhabitants per ...",7248.38,FALSE
2011,"North Macedonia","For-profit private ownership","Per hundred thousand inhabitants",13.8,FALSE
2011,"Serbia","Public ownership","Number",39276,FALSE
2011,"Serbia","Public ownership","Inhabitants per ...",184.19,FALSE
2011,"Serbia","Public ownership","Per hundred thousand inhabitants",542.93,FALSE
2011,"Serbia","Not-for-profit private ownership","Number",0,FALSE
2011,"Serbia","Not-for-profit private ownership","Inhabitants per ...",9983.1,TRUE
2011,"Serbia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2011,"Serbia","For-profit private ownership","Number",6263,TRUE
2011,"Serbia","For-profit private ownership","Inhabitants per ...",1173.29,TRUE
2011,"Serbia","For-profit private ownership","Per hundred thousand inhabitants",85.23,TRUE
2011,"Turkey","Public ownership","Number",159606,FALSE
2011,"Turkey","Public ownership","Inhabitants per ...",465.04,FALSE
2011,"Turkey","Public ownership","Per hundred thousand inhabitants",215.03,FALSE
2011,"Turkey","Not-for-profit private ownership","Number",0,FALSE
2011,"Turkey","Not-for-profit private ownership","Inhabitants per ...",9983.1,TRUE
2011,"Turkey","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2011,"Turkey","For-profit private ownership","Number",34898,FALSE
2011,"Turkey","For-profit private ownership","Inhabitants per ...",2126.87,FALSE
2011,"Turkey","For-profit private ownership","Per hundred thousand inhabitants",47.02,FALSE
2012,"Belgium","Public ownership","Number",18032,FALSE
2012,"Belgium","Public ownership","Inhabitants per ...",615.96,FALSE
2012,"Belgium","Public ownership","Per hundred thousand inhabitants",162.35,FALSE
2012,"Belgium","Not-for-profit private ownership","Number",48445,FALSE
