"TIME","GEO","UNIT","ICHA11_HC","Value","Flag and Footnotes"
"2017","European Union - 27 countries (2007-2013)","Million euro","Curative care and rehabilitative care","819 588.11",""
"2017","European Union - 27 countries (2007-2013)","Million euro","Curative care",":",""
"2017","European Union - 27 countries (2007-2013)","Million euro","Inpatient curative and rehabilitative care","394 074.94",""
"2017","European Union - 27 countries (2007-2013)","Million euro","Inpatient curative care",":",""
"2017","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","1 435 453.13",""
"2017","European Union - 15 countries (1995-2004)","Million euro","Curative care and rehabilitative care","771 537.72",""
"2017","European Union - 15 countries (1995-2004)","Million euro","Curative care",":",""
"2017","European Union - 15 countries (1995-2004)","Million euro","Inpatient curative and rehabilitative care","368 911.75",""
"2017","European Union - 15 countries (1995-2004)","Million euro","Inpatient curative care",":",""
"2017","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","1 139 451.42",""
"2017","Euro area - 19 countries  (from 2015)","Million euro","Curative care and rehabilitative care","605 662.94",""
"2017","Euro area - 19 countries  (from 2015)","Million euro","Curative care",":",""
"2017","Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative and rehabilitative care","300 540.05",""
"2017","Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative care",":",""
"2017","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","1 136 718.59",""
"2017","Euro area - 18 countries (2014)","Million euro","Curative care and rehabilitative care","604 208.62",""
"2017","Euro area - 18 countries (2014)","Million euro","Curative care",":",""
"2017","Euro area - 18 countries (2014)","Million euro","Inpatient curative and rehabilitative care","299 772.89",""
"2017","Euro area - 18 countries (2014)","Million euro","Inpatient curative care",":",""
"2017","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","1 121 902.15",""
"2017","Euro area - 12 countries (2001-2006)","Million euro","Curative care and rehabilitative care","596 140.21",""
"2017","Euro area - 12 countries (2001-2006)","Million euro","Curative care",":",""
"2017","Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative and rehabilitative care","295 898.79",""
"2017","Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative care",":",""
"2017","Belgium","Million euro","Current health care expenditure (CHE)","46 406.61",""
"2017","Belgium","Million euro","Curative care and rehabilitative care","23 906.54",""
"2017","Belgium","Million euro","Curative care","19 480.07",""
"2017","Belgium","Million euro","Inpatient curative and rehabilitative care","12 731.57",""
"2017","Belgium","Million euro","Inpatient curative care","10 798.64",""
"2017","Bulgaria","Million euro","Current health care expenditure (CHE)","3 898.80",""
"2017","Bulgaria","Million euro","Curative care and rehabilitative care","2 006.41",""
"2017","Bulgaria","Million euro","Curative care","1 942.66",""
"2017","Bulgaria","Million euro","Inpatient curative and rehabilitative care","1 247.53",""
"2017","Bulgaria","Million euro","Inpatient curative care","1 192.78",""
"2017","Czechia","Million euro","Current health care expenditure (CHE)","13 864.05",""
"2017","Czechia","Million euro","Curative care and rehabilitative care","7 357.20",""
"2017","Czechia","Million euro","Curative care","6 705.95",""
"2017","Czechia","Million euro","Inpatient curative and rehabilitative care","3 380.47",""
"2017","Czechia","Million euro","Inpatient curative care","3 075.55",""
"2017","Denmark","Million euro","Current health care expenditure (CHE)","29 597.66",""
"2017","Denmark","Million euro","Curative care and rehabilitative care","16 505.51",""
"2017","Denmark","Million euro","Curative care","16 212.40",""
"2017","Denmark","Million euro","Inpatient curative and rehabilitative care","7 518.47",""
"2017","Denmark","Million euro","Inpatient curative care","7 518.47",""
"2017","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","369 091.00",""
"2017","Germany (until 1990 former territory of the FRG)","Million euro","Curative care and rehabilitative care","182 998.00",""
"2017","Germany (until 1990 former territory of the FRG)","Million euro","Curative care","172 643.00",""
"2017","Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative and rehabilitative care","97 440.00",""
"2017","Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative care","88 527.00",""
"2017","Estonia","Million euro","Current health care expenditure (CHE)","1 572.66",""
"2017","Estonia","Million euro","Curative care and rehabilitative care","869.75",""
"2017","Estonia","Million euro","Curative care","846.73",""
"2017","Estonia","Million euro","Inpatient curative and rehabilitative care","349.60",""
"2017","Estonia","Million euro","Inpatient curative care","339.92",""
"2017","Ireland","Million euro","Current health care expenditure (CHE)","21 259.26",""
"2017","Ireland","Million euro","Curative care and rehabilitative care","11 741.64",""
"2017","Ireland","Million euro","Curative care",":",""
"2017","Ireland","Million euro","Inpatient curative and rehabilitative care","5 339.38",""
"2017","Ireland","Million euro","Inpatient curative care",":",""
"2017","Greece","Million euro","Current health care expenditure (CHE)","14 354.74",""
"2017","Greece","Million euro","Curative care and rehabilitative care","8 778.55",""
"2017","Greece","Million euro","Curative care","8 686.64",""
"2017","Greece","Million euro","Inpatient curative and rehabilitative care","5 997.15",""
"2017","Greece","Million euro","Inpatient curative care","5 905.25",""
"2017","Spain","Million euro","Current health care expenditure (CHE)","103 899.87",""
"2017","Spain","Million euro","Curative care and rehabilitative care","59 676.78",""
"2017","Spain","Million euro","Curative care","59 676.78",""
"2017","Spain","Million euro","Inpatient curative and rehabilitative care","25 923.83",""
"2017","Spain","Million euro","Inpatient curative care","25 923.83",""
"2017","France","Million euro","Current health care expenditure (CHE)","261 667.40",""
"2017","France","Million euro","Curative care and rehabilitative care","139 688.13",""
"2017","France","Million euro","Curative care","112 057.57",""
"2017","France","Million euro","Inpatient curative and rehabilitative care","71 857.97",""
"2017","France","Million euro","Inpatient curative care","53 393.59",""
"2017","Croatia","Million euro","Current health care expenditure (CHE)","3 327.75",""
"2017","Croatia","Million euro","Curative care and rehabilitative care","1 871.95",""
"2017","Croatia","Million euro","Curative care","1 740.79",""
"2017","Croatia","Million euro","Inpatient curative and rehabilitative care","724.82",""
"2017","Croatia","Million euro","Inpatient curative care","664.50",""
"2017","Italy","Million euro","Current health care expenditure (CHE)","150 697.00",""
"2017","Italy","Million euro","Curative care and rehabilitative care","82 356.00",""
"2017","Italy","Million euro","Curative care",":",""
"2017","Italy","Million euro","Inpatient curative and rehabilitative care","41 126.00",""
"2017","Italy","Million euro","Inpatient curative care",":",""
"2017","Cyprus","Million euro","Current health care expenditure (CHE)","1 350.33",""
"2017","Cyprus","Million euro","Curative care and rehabilitative care","835.76",""
"2017","Cyprus","Million euro","Curative care","740.22",""
"2017","Cyprus","Million euro","Inpatient curative and rehabilitative care","386.34",""
"2017","Cyprus","Million euro","Inpatient curative care","354.85",""
"2017","Latvia","Million euro","Current health care expenditure (CHE)","1 609.73",""
"2017","Latvia","Million euro","Curative care and rehabilitative care","803.76",""
"2017","Latvia","Million euro","Curative care","752.06",""
"2017","Latvia","Million euro","Inpatient curative and rehabilitative care","314.57",""
"2017","Latvia","Million euro","Inpatient curative care","300.49",""
"2017","Lithuania","Million euro","Current health care expenditure (CHE)","2 732.83",""
"2017","Lithuania","Million euro","Curative care and rehabilitative care","1 454.31",""
"2017","Lithuania","Million euro","Curative care","1 374.97",""
"2017","Lithuania","Million euro","Inpatient curative and rehabilitative care","767.16",""
"2017","Lithuania","Million euro","Inpatient curative care","699.66",""
"2017","Luxembourg","Million euro","Current health care expenditure (CHE)","2 987.17",""
"2017","Luxembourg","Million euro","Curative care and rehabilitative care","1 638.15",""
"2017","Luxembourg","Million euro","Curative care","1 572.65",""
"2017","Luxembourg","Million euro","Inpatient curative and rehabilitative care","731.69",""
"2017","Luxembourg","Million euro","Inpatient curative care","689.73",""
"2017","Hungary","Million euro","Current health care expenditure (CHE)","8 531.31",""
"2017","Hungary","Million euro","Curative care and rehabilitative care","4 587.13",""
"2017","Hungary","Million euro","Curative care","4 271.74",""
"2017","Hungary","Million euro","Inpatient curative and rehabilitative care","2 407.83",""
"2017","Hungary","Million euro","Inpatient curative care","2 194.46",""
"2017","Malta","Million euro","Current health care expenditure (CHE)","1 042.18",""
"2017","Malta","Million euro","Curative care and rehabilitative care","529.87",""
"2017","Malta","Million euro","Curative care","498.30",""
"2017","Malta","Million euro","Inpatient curative and rehabilitative care","249.15",""
"2017","Malta","Million euro","Inpatient curative care","218.87",""
"2017","Netherlands","Million euro","Current health care expenditure (CHE)","74 256.00",""
"2017","Netherlands","Million euro","Curative care and rehabilitative care","38 520.00",""
"2017","Netherlands","Million euro","Curative care","35 343.00",""
"2017","Netherlands","Million euro","Inpatient curative and rehabilitative care","14 437.00",""
"2017","Netherlands","Million euro","Inpatient curative care","13 365.00",""
"2017","Austria","Million euro","Current health care expenditure (CHE)","38 347.31",""
"2017","Austria","Million euro","Curative care and rehabilitative care","22 688.50",""
"2017","Austria","Million euro","Curative care","20 128.30",""
"2017","Austria","Million euro","Inpatient curative and rehabilitative care","12 503.94",""
"2017","Austria","Million euro","Inpatient curative care","10 774.99",""
"2017","Poland","Million euro","Current health care expenditure (CHE)","30 663.80",""
"2017","Poland","Million euro","Curative care and rehabilitative care","19 318.21",""
"2017","Poland","Million euro","Curative care","17 842.21",""
"2017","Poland","Million euro","Inpatient curative and rehabilitative care","10 363.90",""
"2017","Poland","Million euro","Inpatient curative care","9 359.63",""
"2017","Portugal","Million euro","Current health care expenditure (CHE)","18 281.97",""
"2017","Portugal","Million euro","Curative care and rehabilitative care","11 813.53",""
"2017","Portugal","Million euro","Curative care","11 002.17",""
"2017","Portugal","Million euro","Inpatient curative and rehabilitative care","3 117.22",""
"2017","Portugal","Million euro","Inpatient curative care","2 844.01",""
"2017","Romania","Million euro","Current health care expenditure (CHE)","9 671.85",""
"2017","Romania","Million euro","Curative care and rehabilitative care","5 258.72",""
"2017","Romania","Million euro","Curative care","4 981.47",""
"2017","Romania","Million euro","Inpatient curative and rehabilitative care","3 122.19",""
"2017","Romania","Million euro","Inpatient curative care","2 970.55",""
"2017","Slovenia","Million euro","Current health care expenditure (CHE)","3 520.39",""
"2017","Slovenia","Million euro","Curative care and rehabilitative care","2 046.92",""
"2017","Slovenia","Million euro","Curative care","1 959.70",""
"2017","Slovenia","Million euro","Inpatient curative and rehabilitative care","964.45",""
"2017","Slovenia","Million euro","Inpatient curative care","899.49",""
"2017","Slovakia","Million euro","Current health care expenditure (CHE)","5 721.14",""
"2017","Slovakia","Million euro","Curative care and rehabilitative care","2 982.34",""
"2017","Slovakia","Million euro","Curative care","2 849.82",""
"2017","Slovakia","Million euro","Inpatient curative and rehabilitative care","1 609.99",""
"2017","Slovakia","Million euro","Inpatient curative care","1 529.55",""
"2017","Finland","Million euro","Current health care expenditure (CHE)","20 653.82",""
"2017","Finland","Million euro","Curative care and rehabilitative care","12 334.40",""
"2017","Finland","Million euro","Curative care","11 699.59",""
"2017","Finland","Million euro","Inpatient curative and rehabilitative care","4 693.03",""
"2017","Finland","Million euro","Inpatient curative care","4 424.37",""
"2017","Sweden","Million euro","Current health care expenditure (CHE)","51 775.18",""
"2017","Sweden","Million euro","Curative care and rehabilitative care","26 550.43",""
"2017","Sweden","Million euro","Curative care",":",""
"2017","Sweden","Million euro","Inpatient curative and rehabilitative care","10 448.36",""
"2017","Sweden","Million euro","Inpatient curative care",":",""
"2017","Iceland","Million euro","Current health care expenditure (CHE)","1 810.89",""
"2017","Iceland","Million euro","Curative care and rehabilitative care","1 092.50",""
"2017","Iceland","Million euro","Curative care","959.59",""
"2017","Iceland","Million euro","Inpatient curative and rehabilitative care","509.67",""
"2017","Iceland","Million euro","Inpatient curative care","443.94",""
"2017","Liechtenstein","Million euro","Current health care expenditure (CHE)","325.71",""
"2017","Liechtenstein","Million euro","Curative care and rehabilitative care","199.95",""
"2017","Liechtenstein","Million euro","Curative care","175.95",""
"2017","Liechtenstein","Million euro","Inpatient curative and rehabilitative care","90.39",""
"2017","Liechtenstein","Million euro","Inpatient curative care","79.94",""
"2017","Norway","Million euro","Current health care expenditure (CHE)","36 447.73",""
"2017","Norway","Million euro","Curative care and rehabilitative care","17 889.89",""
"2017","Norway","Million euro","Curative care","17 196.31",""
"2017","Norway","Million euro","Inpatient curative and rehabilitative care","9 376.86",""
"2017","Norway","Million euro","Inpatient curative care","8 683.29",""
"2017","Switzerland","Million euro","Current health care expenditure (CHE)","71 640.74",""
"2017","Switzerland","Million euro","Curative care and rehabilitative care","39 185.90",""
"2017","Switzerland","Million euro","Curative care","35 699.49",""
"2017","Switzerland","Million euro","Inpatient curative and rehabilitative care","18 553.19",""
"2017","Switzerland","Million euro","Inpatient curative care","16 712.20",""
"2017","United Kingdom","Million euro","Current health care expenditure (CHE)","232 178.14",""
"2017","United Kingdom","Million euro","Curative care and rehabilitative care","132 341.57",""
"2017","United Kingdom","Million euro","Curative care",":",""
"2017","United Kingdom","Million euro","Inpatient curative and rehabilitative care","55 046.13",""
"2017","United Kingdom","Million euro","Inpatient curative care",":",""
"2017","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","1 432.71",""
"2017","Bosnia and Herzegovina","Million euro","Curative care and rehabilitative care","845.49",""
"2017","Bosnia and Herzegovina","Million euro","Curative care","808.76",""
"2017","Bosnia and Herzegovina","Million euro","Inpatient curative and rehabilitative care","457.09",""
"2017","Bosnia and Herzegovina","Million euro","Inpatient curative care","437.44",""
"2018","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","1 331 242.90",""
"2018","European Union - 27 countries (from 2020)","Million euro","Curative care and rehabilitative care","710 313.05",""
"2018","European Union - 27 countries (from 2020)","Million euro","Curative care",":",""
"2018","European Union - 27 countries (from 2020)","Million euro","Inpatient curative and rehabilitative care","349 351.76",""
"2018","European Union - 27 countries (from 2020)","Million euro","Inpatient curative care",":",""
"2018","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","1 573 542.93",""
"2018","European Union - 28 countries (2013-2020)","Million euro","Curative care and rehabilitative care","846 136.44",""
"2018","European Union - 28 countries (2013-2020)","Million euro","Curative care",":",""
"2018","European Union - 28 countries (2013-2020)","Million euro","Inpatient curative and rehabilitative care","404 943.52",""
"2018","European Union - 28 countries (2013-2020)","Million euro","Inpatient curative care",":",""
"2018","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","1 570 018.48",""
"2018","European Union - 27 countries (2007-2013)","Million euro","Curative care and rehabilitative care","844 140.07",""
"2018","European Union - 27 countries (2007-2013)","Million euro","Curative care",":",""
"2018","European Union - 27 countries (2007-2013)","Million euro","Inpatient curative and rehabilitative care","404 197.56",""
"2018","European Union - 27 countries (2007-2013)","Million euro","Inpatient curative care",":",""
"2018","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","1 479 348.83",""
"2018","European Union - 15 countries (1995-2004)","Million euro","Curative care and rehabilitative care","791 717.21",""
"2018","European Union - 15 countries (1995-2004)","Million euro","Curative care",":",""
"2018","European Union - 15 countries (1995-2004)","Million euro","Inpatient curative and rehabilitative care","376 350.26",""
"2018","European Union - 15 countries (1995-2004)","Million euro","Inpatient curative care",":",""
"2018","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","1 174 143.54",""
"2018","Euro area - 19 countries  (from 2015)","Million euro","Curative care and rehabilitative care","623 211.09",""
"2018","Euro area - 19 countries  (from 2015)","Million euro","Curative care",":",""
"2018","Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative and rehabilitative care","307 823.00",""
"2018","Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative care",":",""
"2018","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","1 171 170.68",""
"2018","Euro area - 18 countries (2014)","Million euro","Curative care and rehabilitative care","621 568.45",""
"2018","Euro area - 18 countries (2014)","Million euro","Curative care",":",""
"2018","Euro area - 18 countries (2014)","Million euro","Inpatient curative and rehabilitative care","306 971.42",""
"2018","Euro area - 18 countries (2014)","Million euro","Inpatient curative care",":",""
"2018","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","1 155 302.55",""
"2018","Euro area - 12 countries (2001-2006)","Million euro","Curative care and rehabilitative care","612 780.82",""
"2018","Euro area - 12 countries (2001-2006)","Million euro","Curative care",":",""
"2018","Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative and rehabilitative care","302 723.62",""
"2018","Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative care",":",""
"2018","Belgium","Million euro","Current health care expenditure (CHE)","47 417.47",""
"2018","Belgium","Million euro","Curative care and rehabilitative care","24 013.32",""
"2018","Belgium","Million euro","Curative care","19 540.78",""
"2018","Belgium","Million euro","Inpatient curative and rehabilitative care","12 727.77",""
"2018","Belgium","Million euro","Inpatient curative care","10 800.99",""
"2018","Bulgaria","Million euro","Current health care expenditure (CHE)","4 120.53",""
"2018","Bulgaria","Million euro","Curative care and rehabilitative care","2 201.73",""
"2018","Bulgaria","Million euro","Curative care","2 131.08",""
"2018","Bulgaria","Million euro","Inpatient curative and rehabilitative care","1 493.35",""
"2018","Bulgaria","Million euro","Inpatient curative care","1 432.02",""
"2018","Czechia","Million euro","Current health care expenditure (CHE)","15 871.89",""
"2018","Czechia","Million euro","Curative care and rehabilitative care","8 685.66",""
"2018","Czechia","Million euro","Curative care","7 973.77",""
"2018","Czechia","Million euro","Inpatient curative and rehabilitative care","3 868.83",""
"2018","Czechia","Million euro","Inpatient curative care","3 537.10",""
"2018","Denmark","Million euro","Current health care expenditure (CHE)","30 449.93",""
"2018","Denmark","Million euro","Curative care and rehabilitative care","16 909.24",""
"2018","Denmark","Million euro","Curative care","16 581.04",""
"2018","Denmark","Million euro","Inpatient curative and rehabilitative care","7 655.19",""
"2018","Denmark","Million euro","Inpatient curative care","7 655.15",""
"2018","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","383 636.00",""
"2018","Germany (until 1990 former territory of the FRG)","Million euro","Curative care and rehabilitative care","189 130.00",""
"2018","Germany (until 1990 former territory of the FRG)","Million euro","Curative care","178 359.00",""
"2018","Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative and rehabilitative care","100 563.00",""
"2018","Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative care","91 297.00",""
"2018","Estonia","Million euro","Current health care expenditure (CHE)","1 734.68",""
"2018","Estonia","Million euro","Curative care and rehabilitative care","955.40",""
"2018","Estonia","Million euro","Curative care","931.47",""
"2018","Estonia","Million euro","Inpatient curative and rehabilitative care","385.01",""
"2018","Estonia","Million euro","Inpatient curative care","373.64",""
"2018","Ireland","Million euro","Current health care expenditure (CHE)","22 451.65",""
"2018","Ireland","Million euro","Curative care and rehabilitative care","12 535.74",""
"2018","Ireland","Million euro","Curative care",":",""
"2018","Ireland","Million euro","Inpatient curative and rehabilitative care","5 719.96",""
"2018","Ireland","Million euro","Inpatient curative care",":",""
"2018","Greece","Million euro","Current health care expenditure (CHE)","14 251.47",""
"2018","Greece","Million euro","Curative care and rehabilitative care","8 842.90",""
"2018","Greece","Million euro","Curative care","8 727.69",""
"2018","Greece","Million euro","Inpatient curative and rehabilitative care","6 083.22",""
"2018","Greece","Million euro","Inpatient curative care","5 968.01",""
"2018","Spain","Million euro","Current health care expenditure (CHE)","108 109.70",""
"2018","Spain","Million euro","Curative care and rehabilitative care","62 279.47",""
"2018","Spain","Million euro","Curative care","62 279.47",""
"2018","Spain","Million euro","Inpatient curative and rehabilitative care","26 890.06",""
"2018","Spain","Million euro","Inpatient curative care","26 890.06",""
"2018","France","Million euro","Current health care expenditure (CHE)","265 763.66",""
"2018","France","Million euro","Curative care and rehabilitative care","142 099.18",""
"2018","France","Million euro","Curative care","114 092.21",""
"2018","France","Million euro","Inpatient curative and rehabilitative care","72 475.39",""
"2018","France","Million euro","Inpatient curative care","53 870.58",""
"2018","Croatia","Million euro","Current health care expenditure (CHE)","3 524.46",""
"2018","Croatia","Million euro","Curative care and rehabilitative care","1 996.37",""
"2018","Croatia","Million euro","Curative care","1 862.67",""
"2018","Croatia","Million euro","Inpatient curative and rehabilitative care","745.96",""
"2018","Croatia","Million euro","Inpatient curative care","685.76",""
"2018","Italy","Million euro","Current health care expenditure (CHE)","153 085.00",""
"2018","Italy","Million euro","Curative care and rehabilitative care","83 278.00",""
"2018","Italy","Million euro","Curative care",":",""
"2018","Italy","Million euro","Inpatient curative and rehabilitative care","41 444.00",""
"2018","Italy","Million euro","Inpatient curative care",":",""
"2018","Cyprus","Million euro","Current health care expenditure (CHE)","1 430.98",""
"2018","Cyprus","Million euro","Curative care and rehabilitative care","887.01",""
"2018","Cyprus","Million euro","Curative care","786.15",""
"2018","Cyprus","Million euro","Inpatient curative and rehabilitative care","415.46",""
"2018","Cyprus","Million euro","Inpatient curative care","381.93",""
"2018","Latvia","Million euro","Current health care expenditure (CHE)","1 804.22",""
"2018","Latvia","Million euro","Curative care and rehabilitative care","932.22",""
"2018","Latvia","Million euro","Curative care","883.38",""
"2018","Latvia","Million euro","Inpatient curative and rehabilitative care","391.00",""
"2018","Latvia","Million euro","Inpatient curative care","374.82",""
"2018","Lithuania","Million euro","Current health care expenditure (CHE)","2 972.85",""
"2018","Lithuania","Million euro","Curative care and rehabilitative care","1 642.64",""
"2018","Lithuania","Million euro","Curative care","1 557.77",""
"2018","Lithuania","Million euro","Inpatient curative and rehabilitative care","851.57",""
"2018","Lithuania","Million euro","Inpatient curative care","782.45",""
"2018","Luxembourg","Million euro","Current health care expenditure (CHE)","3 174.33",""
"2018","Luxembourg","Million euro","Curative care and rehabilitative care","1 781.95",""
"2018","Luxembourg","Million euro","Curative care","1 708.14",""
"2018","Luxembourg","Million euro","Inpatient curative and rehabilitative care","798.23",""
"2018","Luxembourg","Million euro","Inpatient curative care","749.78",""
"2018","Hungary","Million euro","Current health care expenditure (CHE)","8 963.50",""
"2018","Hungary","Million euro","Curative care and rehabilitative care","4 866.63",""
"2018","Hungary","Million euro","Curative care","4 542.19",""
"2018","Hungary","Million euro","Inpatient curative and rehabilitative care","2 532.98",""
"2018","Hungary","Million euro","Inpatient curative care","2 312.04",""
"2018","Malta","Million euro","Current health care expenditure (CHE)","1 109.70",""
"2018","Malta","Million euro","Curative care and rehabilitative care","553.46",""
"2018","Malta","Million euro","Curative care","525.08",""
"2018","Malta","Million euro","Inpatient curative and rehabilitative care","252.81",""
"2018","Malta","Million euro","Inpatient curative care","225.86",""
"2018","Netherlands","Million euro","Current health care expenditure (CHE)","77 202.00",""
"2018","Netherlands","Million euro","Curative care and rehabilitative care","39 958.00",""
"2018","Netherlands","Million euro","Curative care","36 639.00",""
"2018","Netherlands","Million euro","Inpatient curative and rehabilitative care","14 912.00",""
"2018","Netherlands","Million euro","Inpatient curative care","13 772.00",""
"2018","Austria","Million euro","Current health care expenditure (CHE)","39 790.92",""
"2018","Austria","Million euro","Curative care and rehabilitative care","23 617.25",""
"2018","Austria","Million euro","Curative care","20 941.69",""
"2018","Austria","Million euro","Inpatient curative and rehabilitative care","12 974.46",""
"2018","Austria","Million euro","Inpatient curative care","11 154.30",""
"2018","Poland","Million euro","Current health care expenditure (CHE)","31 501.68",""
"2018","Poland","Million euro","Curative care and rehabilitative care","19 708.84",""
"2018","Poland","Million euro","Curative care","18 090.42",""
"2018","Poland","Million euro","Inpatient curative and rehabilitative care","10 705.70",""
"2018","Poland","Million euro","Inpatient curative care","9 662.26",""
"2018","Portugal","Million euro","Current health care expenditure (CHE)","19 303.39",""
"2018","Portugal","Million euro","Curative care and rehabilitative care","12 546.42",""
"2018","Portugal","Million euro","Curative care","11 702.65",""
"2018","Portugal","Million euro","Inpatient curative and rehabilitative care","3 383.49",""
"2018","Portugal","Million euro","Inpatient curative care","3 078.74",""
"2018","Romania","Million euro","Current health care expenditure (CHE)","11 371.07",""
"2018","Romania","Million euro","Curative care and rehabilitative care","6 529.74",""
"2018","Romania","Million euro","Curative care","6 240.86",""
"2018","Romania","Million euro","Inpatient curative and rehabilitative care","4 147.06",""
"2018","Romania","Million euro","Inpatient curative care","3 981.15",""
"2018","Slovenia","Million euro","Current health care expenditure (CHE)","3 797.15",""
"2018","Slovenia","Million euro","Curative care and rehabilitative care","2 235.84",""
"2018","Slovenia","Million euro","Curative care","2 138.73",""
"2018","Slovenia","Million euro","Inpatient curative and rehabilitative care","1 050.70",""
"2018","Slovenia","Million euro","Inpatient curative care","978.25",""
"2018","Slovakia","Million euro","Current health care expenditure (CHE)","5 991.41",""
"2018","Slovakia","Million euro","Curative care and rehabilitative care","3 223.69",""
"2018","Slovakia","Million euro","Curative care","3 085.10",""
"2018","Slovakia","Million euro","Inpatient curative and rehabilitative care","1 752.83",""
"2018","Slovakia","Million euro","Inpatient curative care","1 667.96",""
"2018","Finland","Million euro","Current health care expenditure (CHE)","21 116.97",""
"2018","Finland","Million euro","Curative care and rehabilitative care","12 698.58",""
"2018","Finland","Million euro","Curative care","12 036.52",""
"2018","Finland","Million euro","Inpatient curative and rehabilitative care","4 752.04",""
"2018","Finland","Million euro","Inpatient curative care","4 473.48",""
"2018","Sweden","Million euro","Current health care expenditure (CHE)","51 296.32",""
"2018","Sweden","Million euro","Curative care and rehabilitative care","26 203.76",""
"2018","Sweden","Million euro","Curative care",":",""
"2018","Sweden","Million euro","Inpatient curative and rehabilitative care","10 379.69",""
"2018","Sweden","Million euro","Inpatient curative care",":",""
"2018","Iceland","Million euro","Current health care expenditure (CHE)","1 862.21",""
"2018","Iceland","Million euro","Curative care and rehabilitative care","1 134.58",""
"2018","Iceland","Million euro","Curative care","1 003.90",""
"2018","Iceland","Million euro","Inpatient curative and rehabilitative care","523.52",""
"2018","Iceland","Million euro","Inpatient curative care","467.36",""
"2018","Liechtenstein","Million euro","Current health care expenditure (CHE)","320.50",""
"2018","Liechtenstein","Million euro","Curative care and rehabilitative care","197.21",""
"2018","Liechtenstein","Million euro","Curative care","177.38",""
"2018","Liechtenstein","Million euro","Inpatient curative and rehabilitative care","89.40",""
"2018","Liechtenstein","Million euro","Inpatient curative care","82.68",""
"2018","Norway","Million euro","Current health care expenditure (CHE)","36 971.09",""
"2018","Norway","Million euro","Curative care and rehabilitative care","17 979.27",""
"2018","Norway","Million euro","Curative care","17 270.75",""
"2018","Norway","Million euro","Inpatient curative and rehabilitative care","9 407.45",""
"2018","Norway","Million euro","Inpatient curative care","8 699.04",""
"2018","Switzerland","Million euro","Current health care expenditure (CHE)","70 902.02",""
"2018","Switzerland","Million euro","Curative care and rehabilitative care","38 436.67",""
"2018","Switzerland","Million euro","Curative care","34 952.57",""
"2018","Switzerland","Million euro","Inpatient curative and rehabilitative care","17 964.68",""
"2018","Switzerland","Million euro","Inpatient curative care","16 152.34",""
"2018","United Kingdom","Million euro","Current health care expenditure (CHE)","242 300.03",""
"2018","United Kingdom","Million euro","Curative care and rehabilitative care","135 823.39",""
"2018","United Kingdom","Million euro","Curative care",":",""
"2018","United Kingdom","Million euro","Inpatient curative and rehabilitative care","55 591.76",""
"2018","United Kingdom","Million euro","Inpatient curative care",":",""
"2018","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","1 519.25",""
"2018","Bosnia and Herzegovina","Million euro","Curative care and rehabilitative care","916.80",""
"2018","Bosnia and Herzegovina","Million euro","Curative care","879.40",""
"2018","Bosnia and Herzegovina","Million euro","Inpatient curative and rehabilitative care","499.97",""
"2018","Bosnia and Herzegovina","Million euro","Inpatient curative care","481.37",""
