"TIME","GEO","UNIT","FACILITY","Value","Value_imp"
2010,"Malta","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",0,FALSE
2010,"Malta","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",36.91,FALSE
2010,"Netherlands","Number","Available beds in hospitals (HP.1)",69793,FALSE
2010,"Netherlands","Number","Curative care beds in hospitals (HP.1)",47293,FALSE
2010,"Netherlands","Number","Rehabilitative care beds in hospitals (HP.1)",1904,TRUE
2010,"Netherlands","Number","Long-term care beds in hospitals (HP.1)",8600,FALSE
2010,"Netherlands","Number","Other beds in hospitals (HP.1)",0,FALSE
2010,"Netherlands","Inhabitants per ...","Available beds in hospitals (HP.1)",238.07,FALSE
2010,"Netherlands","Inhabitants per ...","Curative care beds in hospitals (HP.1)",351.33,FALSE
2010,"Netherlands","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",8897.02,TRUE
2010,"Netherlands","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",1932.02,FALSE
2010,"Netherlands","Inhabitants per ...","Other beds in hospitals (HP.1)",8020.93,TRUE
2010,"Netherlands","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",420.05,FALSE
2010,"Netherlands","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",284.63,FALSE
2010,"Netherlands","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",11.24,TRUE
2010,"Netherlands","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",51.76,FALSE
2010,"Netherlands","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2010,"Austria","Number","Available beds in hospitals (HP.1)",64008,FALSE
2010,"Austria","Number","Curative care beds in hospitals (HP.1)",51504,FALSE
2010,"Austria","Number","Rehabilitative care beds in hospitals (HP.1)",8616,FALSE
2010,"Austria","Number","Long-term care beds in hospitals (HP.1)",3888,FALSE
2010,"Austria","Number","Other beds in hospitals (HP.1)",0,FALSE
2010,"Austria","Inhabitants per ...","Available beds in hospitals (HP.1)",130.66,FALSE
2010,"Austria","Inhabitants per ...","Curative care beds in hospitals (HP.1)",162.38,FALSE
2010,"Austria","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",970.68,FALSE
2010,"Austria","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",2151.08,FALSE
2010,"Austria","Inhabitants per ...","Other beds in hospitals (HP.1)",8020.93,TRUE
2010,"Austria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",765.33,FALSE
2010,"Austria","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",615.83,FALSE
2010,"Austria","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",103.02,FALSE
2010,"Austria","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",46.49,FALSE
2010,"Austria","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2010,"Poland","Number","Available beds in hospitals (HP.1)",251456,FALSE
2010,"Poland","Number","Curative care beds in hospitals (HP.1)",189587,FALSE
2010,"Poland","Number","Rehabilitative care beds in hospitals (HP.1)",59993,FALSE
2010,"Poland","Number","Long-term care beds in hospitals (HP.1)",1876,FALSE
2010,"Poland","Number","Other beds in hospitals (HP.1)",0,FALSE
2010,"Poland","Inhabitants per ...","Available beds in hospitals (HP.1)",151.29,FALSE
2010,"Poland","Inhabitants per ...","Curative care beds in hospitals (HP.1)",200.66,FALSE
2010,"Poland","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",634.12,FALSE
2010,"Poland","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",20278.67,FALSE
2010,"Poland","Inhabitants per ...","Other beds in hospitals (HP.1)",8020.93,TRUE
2010,"Poland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",660.98,FALSE
2010,"Poland","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",498.35,FALSE
2010,"Poland","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",157.7,FALSE
2010,"Poland","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",4.93,FALSE
2010,"Poland","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2010,"Portugal","Number","Available beds in hospitals (HP.1)",35646,FALSE
2010,"Portugal","Number","Curative care beds in hospitals (HP.1)",34787,FALSE
2010,"Portugal","Number","Rehabilitative care beds in hospitals (HP.1)",444,FALSE
2010,"Portugal","Number","Long-term care beds in hospitals (HP.1)",1800,TRUE
2010,"Portugal","Number","Other beds in hospitals (HP.1)",415,FALSE
2010,"Portugal","Inhabitants per ...","Available beds in hospitals (HP.1)",296.61,FALSE
2010,"Portugal","Inhabitants per ...","Curative care beds in hospitals (HP.1)",303.94,FALSE
2010,"Portugal","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",23813.29,FALSE
2010,"Portugal","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",4324.91,TRUE
2010,"Portugal","Inhabitants per ...","Other beds in hospitals (HP.1)",25477.35,FALSE
2010,"Portugal","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",337.14,FALSE
2010,"Portugal","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",329.01,FALSE
2010,"Portugal","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",4.2,FALSE
2010,"Portugal","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",23.12,TRUE
2010,"Portugal","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",3.93,FALSE
2010,"Romania","Number","Available beds in hospitals (HP.1)",134736,FALSE
2010,"Romania","Number","Curative care beds in hospitals (HP.1)",104032,FALSE
2010,"Romania","Number","Rehabilitative care beds in hospitals (HP.1)",8766,FALSE
2010,"Romania","Number","Long-term care beds in hospitals (HP.1)",21938,FALSE
2010,"Romania","Number","Other beds in hospitals (HP.1)",0,FALSE
2010,"Romania","Inhabitants per ...","Available beds in hospitals (HP.1)",159.11,FALSE
2010,"Romania","Inhabitants per ...","Curative care beds in hospitals (HP.1)",206.07,FALSE
2010,"Romania","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",2445.59,FALSE
2010,"Romania","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",977.21,FALSE
2010,"Romania","Inhabitants per ...","Other beds in hospitals (HP.1)",8020.93,TRUE
2010,"Romania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",628.49,FALSE
2010,"Romania","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",485.27,FALSE
2010,"Romania","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",40.89,FALSE
2010,"Romania","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",102.33,FALSE
2010,"Romania","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2010,"Slovenia","Number","Available beds in hospitals (HP.1)",9367,FALSE
2010,"Slovenia","Number","Curative care beds in hospitals (HP.1)",8878,FALSE
2010,"Slovenia","Number","Rehabilitative care beds in hospitals (HP.1)",200,FALSE
2010,"Slovenia","Number","Long-term care beds in hospitals (HP.1)",147,FALSE
2010,"Slovenia","Number","Other beds in hospitals (HP.1)",142,FALSE
2010,"Slovenia","Inhabitants per ...","Available beds in hospitals (HP.1)",218.7,FALSE
2010,"Slovenia","Inhabitants per ...","Curative care beds in hospitals (HP.1)",230.75,FALSE
2010,"Slovenia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",10242.91,FALSE
2010,"Slovenia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",13935.94,FALSE
2010,"Slovenia","Inhabitants per ...","Other beds in hospitals (HP.1)",14426.64,FALSE
2010,"Slovenia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",457.24,FALSE
2010,"Slovenia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",433.37,FALSE
2010,"Slovenia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",9.76,FALSE
2010,"Slovenia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",7.18,FALSE
2010,"Slovenia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",6.93,FALSE
2010,"Slovakia","Number","Available beds in hospitals (HP.1)",34850,FALSE
2010,"Slovakia","Number","Curative care beds in hospitals (HP.1)",29136,FALSE
2010,"Slovakia","Number","Rehabilitative care beds in hospitals (HP.1)",867,FALSE
2010,"Slovakia","Number","Long-term care beds in hospitals (HP.1)",4847,FALSE
2010,"Slovakia","Number","Other beds in hospitals (HP.1)",0,FALSE
2010,"Slovakia","Inhabitants per ...","Available beds in hospitals (HP.1)",154.7,FALSE
2010,"Slovakia","Inhabitants per ...","Curative care beds in hospitals (HP.1)",185.04,FALSE
2010,"Slovakia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",6218.49,FALSE
2010,"Slovakia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",1112.32,FALSE
2010,"Slovakia","Inhabitants per ...","Other beds in hospitals (HP.1)",8020.93,TRUE
2010,"Slovakia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",646.4,FALSE
2010,"Slovakia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",540.41,FALSE
2010,"Slovakia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",16.08,FALSE
2010,"Slovakia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",89.9,FALSE
2010,"Slovakia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2010,"Finland","Number","Available beds in hospitals (HP.1)",31396,FALSE
2010,"Finland","Number","Curative care beds in hospitals (HP.1)",18118,FALSE
2010,"Finland","Number","Rehabilitative care beds in hospitals (HP.1)",586,FALSE
2010,"Finland","Number","Long-term care beds in hospitals (HP.1)",12583,FALSE
2010,"Finland","Number","Other beds in hospitals (HP.1)",109,FALSE
2010,"Finland","Inhabitants per ...","Available beds in hospitals (HP.1)",170.83,FALSE
2010,"Finland","Inhabitants per ...","Curative care beds in hospitals (HP.1)",296.02,FALSE
2010,"Finland","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",9152.48,FALSE
2010,"Finland","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",426.24,FALSE
2010,"Finland","Inhabitants per ...","Other beds in hospitals (HP.1)",49205.06,FALSE
2010,"Finland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",585.38,FALSE
2010,"Finland","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",337.81,FALSE
2010,"Finland","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",10.93,FALSE
2010,"Finland","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",234.61,FALSE
2010,"Finland","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",2.03,FALSE
2010,"Sweden","Number","Available beds in hospitals (HP.1)",25566,FALSE
2010,"Sweden","Number","Curative care beds in hospitals (HP.1)",23404,FALSE
2010,"Sweden","Number","Rehabilitative care beds in hospitals (HP.1)",2072,FALSE
2010,"Sweden","Number","Long-term care beds in hospitals (HP.1)",1800,TRUE
2010,"Sweden","Number","Other beds in hospitals (HP.1)",90,FALSE
2010,"Sweden","Inhabitants per ...","Available beds in hospitals (HP.1)",366.82,FALSE
2010,"Sweden","Inhabitants per ...","Curative care beds in hospitals (HP.1)",400.71,FALSE
2010,"Sweden","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",4526.12,FALSE
2010,"Sweden","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",4324.91,TRUE
2010,"Sweden","Inhabitants per ...","Other beds in hospitals (HP.1)",104201.4,FALSE
2010,"Sweden","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",272.61,FALSE
2010,"Sweden","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",249.56,FALSE
2010,"Sweden","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",22.09,FALSE
2010,"Sweden","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",23.12,TRUE
2010,"Sweden","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0.96,FALSE
2010,"Iceland","Number","Available beds in hospitals (HP.1)",1140,FALSE
2010,"Iceland","Number","Curative care beds in hospitals (HP.1)",937,FALSE
2010,"Iceland","Number","Rehabilitative care beds in hospitals (HP.1)",63,FALSE
2010,"Iceland","Number","Long-term care beds in hospitals (HP.1)",140,FALSE
2010,"Iceland","Number","Other beds in hospitals (HP.1)",0,FALSE
2010,"Iceland","Inhabitants per ...","Available beds in hospitals (HP.1)",278.98,FALSE
2010,"Iceland","Inhabitants per ...","Curative care beds in hospitals (HP.1)",339.42,FALSE
2010,"Iceland","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",5048.27,FALSE
2010,"Iceland","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",2271.72,FALSE
2010,"Iceland","Inhabitants per ...","Other beds in hospitals (HP.1)",8020.93,TRUE
2010,"Iceland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",358.44,FALSE
2010,"Iceland","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",294.62,FALSE
2010,"Iceland","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",19.81,FALSE
2010,"Iceland","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",44.02,FALSE
2010,"Iceland","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2010,"Liechtenstein","Number","Available beds in hospitals (HP.1)",78,FALSE
2010,"Liechtenstein","Number","Curative care beds in hospitals (HP.1)",64,FALSE
2010,"Liechtenstein","Number","Rehabilitative care beds in hospitals (HP.1)",0,FALSE
2010,"Liechtenstein","Number","Long-term care beds in hospitals (HP.1)",14,FALSE
2010,"Liechtenstein","Number","Other beds in hospitals (HP.1)",0,FALSE
2010,"Liechtenstein","Inhabitants per ...","Available beds in hospitals (HP.1)",461.81,FALSE
2010,"Liechtenstein","Inhabitants per ...","Curative care beds in hospitals (HP.1)",562.84,FALSE
2010,"Liechtenstein","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",2036.22,TRUE
2010,"Liechtenstein","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",2572.96,FALSE
2010,"Liechtenstein","Inhabitants per ...","Other beds in hospitals (HP.1)",8020.93,TRUE
2010,"Liechtenstein","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",216.54,FALSE
2010,"Liechtenstein","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",177.67,FALSE
2010,"Liechtenstein","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",0,FALSE
2010,"Liechtenstein","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",38.87,FALSE
2010,"Liechtenstein","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2010,"Norway","Number","Available beds in hospitals (HP.1)",21044,FALSE
2010,"Norway","Number","Curative care beds in hospitals (HP.1)",18636,FALSE
2010,"Norway","Number","Rehabilitative care beds in hospitals (HP.1)",5176,TRUE
2010,"Norway","Number","Long-term care beds in hospitals (HP.1)",0,FALSE
2010,"Norway","Number","Other beds in hospitals (HP.1)",2408,FALSE
2010,"Norway","Inhabitants per ...","Available beds in hospitals (HP.1)",232.33,FALSE
2010,"Norway","Inhabitants per ...","Curative care beds in hospitals (HP.1)",262.36,FALSE
2010,"Norway","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",2036.22,TRUE
2010,"Norway","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",4324.91,TRUE
2010,"Norway","Inhabitants per ...","Other beds in hospitals (HP.1)",2030.42,FALSE
2010,"Norway","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",430.41,FALSE
2010,"Norway","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",381.16,FALSE
2010,"Norway","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",49.11,TRUE
2010,"Norway","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",0,FALSE
2010,"Norway","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",49.25,FALSE
2010,"Switzerland","Number","Available beds in hospitals (HP.1)",40638,FALSE
